Time	VolPulse	BloodFlow	ECG
10.535	-3.060	-17.146	11.200
10.540	-3.130	-18.076	-31.400
10.545	-3.210	-18.843	-58.600
10.550	-3.290	-19.209	-36.500
10.555	-3.370	-19.071	-40.800
10.560	-3.450	-19.484	-56.100
10.565	-3.530	-20.286	-42.700
10.570	-3.620	-20.436	-39.400
10.575	-3.700	-20.349	-35.800
10.580	-3.790	-20.463	-21.600
10.585	-3.870	-20.456	-27.100
10.590	-3.960	-20.146	-23.100
10.595	-4.040	-19.766	-28.000
10.600	-4.120	-19.249	-34.200
10.605	-4.190	-18.397	-21.300
10.610	-4.260	-17.942	-17.300
10.615	-4.330	-17.856	-7.700
10.620	-4.400	-17.259	-15.100
10.625	-4.470	-16.473	-31.700
10.630	-4.530	-15.791	38.100
10.635	-4.580	-14.430	127.800
10.640	-4.630	-12.664	229.300
10.645	-4.670	-11.509	395.900
10.650	-4.700	-10.461	496.200
10.655	-4.730	-8.952	463.400
10.660	-4.750	-7.782	281.000
10.665	-4.760	-7.059	43.600
10.670	-4.770	-6.016	-86.700
10.675	-4.780	-5.064	-100.100
10.680	-4.780	-4.689	-58.300
10.685	-4.780	-4.224	-39.500
10.690	-4.780	-3.569	-26.300
10.695	-4.770	-3.273	-26.200
10.700	-4.770	-2.973	-23.000
10.705	-4.760	-2.349	23.500
10.710	-4.750	-2.218	41.300
10.715	-4.740	-2.543	56.900
10.720	-4.730	-2.456	60.900
10.725	-4.720	-2.598	45.800
10.730	-4.710	-3.472	41.600
10.735	-4.710	-4.136	42.600
10.740	-4.710	-4.491	71.400
10.745	-4.710	-5.153	80.300
10.750	-4.720	-5.781	99.700
10.755	-4.730	-5.992	139.200
10.760	-4.740	-6.228	138.600
10.765	-4.750	-6.420	141.000
10.770	-4.760	-6.123	141.400
10.775	-4.760	-6.043	151.700
10.780	-4.780	-6.640	192.900
10.785	-4.790	-7.021	213.600
10.790	-4.800	-7.092	217.100
10.795	-4.820	-7.569	231.200
10.800	-4.830	-7.777	245.800
10.805	-4.850	-6.428	240.800
10.810	-4.850	-3.203	244.200
10.815	-4.830	1.839	240.500
10.820	-4.780	8.943	231.300
10.825	-4.700	16.584	193.300
10.830	-4.580	20.329	141.100
10.835	-4.460	20.470	143.000
10.840	-4.330	NaN	107.100
10.845	-4.210	NaN	64.800
10.850	-4.090	20.471	70.800
10.855	-3.970	NaN	73.600
10.860	-3.850	20.479	56.900
10.865	-3.730	NaN	51.800
10.870	-3.610	NaN	31.300
10.875	-3.490	NaN	-7.600
10.880	-3.370	NaN	31.600
10.885	-3.260	NaN	57.700
10.890	-3.140	20.471	25.500
10.895	-3.020	20.434	29.000
10.900	-2.910	19.057	42.200
10.905	-2.810	15.563	61.600
10.910	-2.730	11.104	61.700
10.915	-2.670	6.374	62.000
10.920	-2.640	2.068	74.100
10.925	-2.630	-1.237	48.400
10.930	-2.630	-3.669	52.500
10.935	-2.640	-5.361	58.200
10.940	-2.660	-6.933	47.900
10.945	-2.690	-9.174	38.100
10.950	-2.730	-11.433	23.100
10.955	-2.770	-12.881	43.100
10.960	-2.830	-14.266	57.300
10.965	-2.890	-15.892	36.700
10.970	-2.960	-16.996	-1.900
10.975	-3.030	-17.743	-9.900
10.980	-3.110	-18.536	15.100
10.985	-3.190	-18.826	1.600
10.990	-3.270	-18.871	-4.700
10.995	-3.350	-19.566	18.900
11.000	-3.430	-20.239	38.800
11.005	-3.520	-20.219	26.300
11.010	-3.600	-20.251	3.600
11.015	-3.690	-20.463	12.700
11.020	-3.770	-20.478	10.300
11.025	-3.860	-20.451	23.300
11.030	-3.940	-20.206	46.400
11.035	-4.020	-19.099	39.500
11.040	-4.100	-17.641	22.000
11.045	-4.160	-17.085	36.700
11.050	-4.230	-16.931	57.000
11.055	-4.290	-16.320	73.400
11.060	-4.350	-15.744	150.200
11.065	-4.410	-15.019	280.400
11.070	-4.460	-13.493	430.500
11.075	-4.500	-12.159	499.000
11.080	-4.540	-11.649	470.600
11.085	-4.580	-10.648	382.900
11.090	-4.610	-8.836	200.200
11.095	-4.630	-7.276	26.700
11.100	-4.640	-5.859	-24.200
11.105	-4.640	-4.284	5.900
11.110	-4.640	-3.391	51.400
11.115	-4.630	-3.172	63.300
11.120	-4.630	-2.634	65.800
11.125	-4.620	-2.061	69.800
11.130	-4.610	-2.121	108.400
11.135	-4.600	-2.265	126.300
11.140	-4.590	-2.404	115.200
11.145	-4.580	-3.188	128.200
11.150	-4.580	-4.067	105.300
11.155	-4.580	-4.183	116.300
11.160	-4.580	-4.232	134.000
11.165	-4.580	-4.726	138.000
11.170	-4.580	-4.921	165.400
11.175	-4.590	-5.012	154.100
11.180	-4.590	-5.377	135.800
11.185	-4.600	-5.320	182.600
11.190	-4.600	-5.086	240.800
11.195	-4.610	-5.454	260.900
11.200	-4.610	-5.714	275.700
11.205	-4.620	-5.409	279.800
11.210	-4.630	-5.769	311.300
11.215	-4.640	-6.920	337.600
11.220	-4.650	-7.463	317.400
11.225	-4.670	-7.418	337.700
11.230	-4.680	-6.821	371.500
11.235	-4.690	-3.739	360.400
11.240	-4.670	2.023	331.300
11.245	-4.620	8.831	304.100
11.250	-4.540	15.991	290.300
11.255	-4.430	20.168	276.700
11.260	-4.300	NaN	257.300
11.265	-4.180	20.459	245.200
11.270	-4.060	NaN	245.400
11.275	-3.940	20.463	257.400
11.280	-3.820	NaN	240.400
11.285	-3.700	20.477	206.200
11.290	-3.580	NaN	190.800
11.295	-3.460	NaN	171.400
11.300	-3.350	NaN	184.800
11.305	-3.230	20.473	213.800
11.310	-3.110	NaN	210.100
11.315	-3.000	20.469	204.400
11.320	-2.880	NaN	210.100
11.325	-2.760	20.046	225.600
11.330	-2.660	17.153	206.100
11.335	-2.570	12.800	182.900
11.340	-2.510	8.855	200.400
11.345	-2.460	4.692	213.400
11.350	-2.440	0.733	219.000
11.355	-2.430	-2.313	221.200
11.360	-2.440	-5.015	217.300
11.365	-2.460	-7.422	193.600
11.370	-2.490	-9.209	186.800
11.375	-2.530	-11.164	213.900
11.380	-2.580	-13.474	224.400
11.385	-2.640	-14.848	230.600
11.390	-2.700	-15.233	212.200
11.395	-2.760	-15.794	155.300
11.400	-2.830	-16.494	121.300
11.405	-2.900	-16.977	151.800
11.410	-2.980	-17.848	171.800
11.415	-3.050	-18.899	137.200
11.420	-3.140	-19.250	105.700
11.425	-3.220	-19.516	123.100
11.430	-3.300	-20.214	136.800
11.435	-3.390	-20.420	136.400
11.440	-3.470	-20.068	119.100
11.445	-3.560	-20.143	118.200
11.450	-3.640	-20.369	147.600
11.455	-3.730	-19.973	160.600
11.460	-3.810	-19.472	164.600
11.465	-3.890	-19.049	146.100
11.470	-3.960	-18.176	137.300
11.475	-4.030	-17.398	138.000
11.480	-4.100	-16.987	177.300
11.485	-4.160	-15.850	229.900
11.490	-4.220	-13.964	329.800
11.495	-4.270	-12.440	491.200
11.500	-4.310	-11.156	552.900
11.505	-4.340	-9.743	575.800
11.510	-4.360	-8.923	549.100
11.515	-4.390	-8.493	321.600
11.520	-4.410	-7.468	124.700
11.525	-4.420	-6.362	84.100
11.530	-4.430	-5.716	64.500
11.535	-4.440	-4.860	96.900
11.540	-4.440	-3.948	129.500
11.545	-4.440	-3.724	110.800
11.550	-4.440	-3.561	92.400
11.555	-4.430	-2.851	112.800
11.560	-4.420	-2.642	151.100
11.565	-4.420	-3.313	155.000
11.570	-4.420	-3.773	144.600
11.575	-4.420	-4.103	129.200
11.580	-4.420	-4.834	128.000
11.585	-4.420	-5.179	135.000
11.590	-4.430	-5.096	134.300
11.595	-4.440	-5.439	127.300
11.600	-4.440	-5.797	154.500
11.605	-4.450	-5.720	184.200
11.610	-4.460	-5.997	168.600
11.615	-4.470	-6.554	185.300
11.620	-4.480	-6.417	210.600
11.625	-4.490	-6.049	221.100
11.630	-4.500	-6.256	237.300
11.635	-4.520	-6.697	235.100
11.640	-4.530	-7.338	279.100
11.645	-4.550	-8.275	341.400
11.650	-4.570	-8.383	347.000
11.655	-4.590	-6.773	338.200
11.660	-4.590	-3.657	334.900
11.665	-4.580	1.186	314.400
11.670	-4.540	8.401	291.500
11.675	-4.450	16.333	288.500
11.680	-4.340	20.299	260.300
11.685	-4.220	20.476	230.400
11.690	-4.090	20.476	217.900
11.695	-3.970	NaN	212.100
11.700	-3.850	20.469	191.400
11.705	-3.730	NaN	174.100
11.710	-3.610	20.477	182.300
11.715	-3.500	NaN	171.600
11.720	-3.380	NaN	138.600
11.725	-3.260	NaN	158.300
11.730	-3.140	20.476	179.100
11.735	-3.030	NaN	142.500
11.740	-2.910	20.471	142.700
11.745	-2.790	NaN	139.200
11.750	-2.680	20.089	128.400
11.755	-2.570	17.550	144.400
11.760	-2.480	12.813	151.600
11.765	-2.420	7.879	154.300
11.770	-2.380	4.239	139.900
11.775	-2.360	1.501	134.500
11.780	-2.350	-1.354	138.000
11.785	-2.350	-4.138	129.300
11.790	-2.370	-6.754	130.700
11.795	-2.400	-9.456	117.800
11.800	-2.440	-11.484	105.300
11.805	-2.490	-12.500	104.700
11.810	-2.540	-13.770	108.100
11.815	-2.600	-15.575	112.400
11.820	-2.670	-16.765	99.900
11.825	-2.740	-17.562	73.300
11.830	-2.820	-18.652	37.500
11.835	-2.900	-19.296	20.600
11.840	-2.990	-19.308	8.700
11.845	-3.070	-19.721	11.800
11.850	-3.160	-20.348	29.300
11.855	-3.240	NaN	21.900
11.860	-3.330	-20.466	47.400
11.865	-3.420	NaN	50.300
11.870	-3.500	-20.239	9.100
11.875	-3.590	-19.648	-3.300
11.880	-3.670	-19.249	11.600
11.885	-3.750	-18.593	27.000
11.890	-3.820	-17.606	26.200
11.895	-3.890	-17.032	34.200
11.900	-3.950	-16.369	36.700
11.905	-4.010	-15.284	19.900
11.910	-4.070	-14.830	7.000
11.915	-4.130	-14.995	51.800
11.920	-4.180	-14.444	161.600
11.925	-4.230	-13.265	323.500
11.930	-4.280	-12.129	480.100
11.935	-4.310	-10.618	525.100
11.940	-4.340	-8.955	473.000
11.945	-4.360	-7.959	308.800
11.950	-4.380	-7.109	71.100
11.955	-4.390	-6.029	-64.200
11.960	-4.400	-5.537	-54.000
11.965	-4.410	-5.401	-11.900
11.970	-4.420	-4.591	-0.100
11.975	-4.420	-3.581	7.900
11.980	-4.410	-3.139	11.800
11.985	-4.410	-2.699	10.300
11.990	-4.400	-2.170	8.100
11.995	-4.390	-2.374	1.700
12.000	-4.380	-2.848	5.600
12.005	-4.380	-2.956	22.200
12.010	-4.370	-3.506	43.900
12.015	-4.370	-4.517	44.700
12.020	-4.380	-5.274	22.300
12.025	-4.390	-6.119	18.000
12.030	-4.400	-7.071	28.300
12.035	-4.410	-7.023	50.200
12.040	-4.430	-6.221	81.000
12.045	-4.440	-6.216	93.400
12.050	-4.450	-6.534	95.300
12.055	-4.460	-6.275	92.500
12.060	-4.470	-6.627	91.100
12.065	-4.490	-7.828	106.100
12.070	-4.510	-8.535	162.300
12.075	-4.530	-8.608	187.400
12.080	-4.550	-8.389	181.200
12.085	-4.570	-6.994	185.400
12.090	-4.580	-3.491	175.400
12.095	-4.560	1.784	189.800
12.100	-4.510	9.024	188.800
12.105	-4.430	16.864	149.500
12.110	-4.310	20.426	119.500
12.115	-4.190	20.442	88.300
12.120	-4.070	NaN	78.300
12.125	-3.950	NaN	72.200
12.130	-3.830	20.474	30.700
12.135	-3.710	NaN	36.300
12.140	-3.590	20.478	56.100
12.145	-3.470	NaN	31.000
12.150	-3.350	NaN	16.300
12.155	-3.230	NaN	50.700
12.160	-3.120	20.476	81.700
12.165	-3.000	NaN	43.500
12.170	-2.890	20.463	-0.600
12.175	-2.770	NaN	23.400
12.180	-2.660	19.454	27.300
12.185	-2.560	16.404	-27.100
12.190	-2.470	12.515	-36.200
12.195	-2.410	8.402	-24.600
12.200	-2.360	4.560	14.500
12.205	-2.340	1.273	22.400
12.210	-2.330	-2.244	-7.100
12.215	-2.340	-5.690	9.100
12.220	-2.370	-8.178	0.800
12.225	-2.400	-10.324	-17.400
12.230	-2.450	-12.794	-17.300
12.235	-2.500	-14.778	-7.300
12.240	-2.570	-16.137	-10.300
12.245	-2.640	-17.601	-7.800
12.250	-2.720	-18.656	-1.000
12.255	-2.800	-18.939	-38.200
12.260	-2.890	-19.494	-68.200
12.265	-2.970	-20.281	-99.500
12.270	-3.060	NaN	-111.000
12.275	-3.150	-20.476	-90.100
12.280	-3.240	NaN	-94.200
12.285	-3.320	NaN	-121.800
12.290	-3.410	-20.479	-121.300
12.295	-3.500	NaN	-76.500
12.300	-3.580	-20.333	-72.500
12.305	-3.670	-19.761	-85.300
12.310	-3.750	-19.604	-94.300
12.315	-3.830	-19.834	-112.900
12.320	-3.910	-19.109	-102.300
12.325	-3.980	-17.819	-79.800
12.330	-4.050	-16.841	-84.600
12.335	-4.120	-15.613	-108.400
12.340	-4.170	-14.230	-102.600
12.345	-4.220	-13.616	-96.300
12.350	-4.270	-13.238	-39.800
12.355	-4.310	-12.364	89.600
12.360	-4.350	-11.750	234.100
12.365	-4.390	-11.318	391.600
12.370	-4.420	-10.157	464.500
12.375	-4.450	-9.013	399.700
12.380	-4.480	-8.486	183.500
12.385	-4.500	-7.402	-73.000
12.390	-4.510	-5.818	-191.400
12.395	-4.510	-4.980	-193.200
12.400	-4.510	-3.349	-173.300
12.405	-4.500	-1.097	-138.800
12.410	-4.490	-1.906	-97.300
12.415	-4.490	-4.648	-94.700
12.420	-4.490	-5.429	-129.800
12.425	-4.500	-4.327	-146.300
12.430	-4.490	-3.146	-122.500
12.435	-4.490	-2.475	-119.400
12.440	-4.480	-2.864	-121.300
12.445	-4.480	-4.473	-94.500
12.450	-4.480	-5.969	-87.000
12.455	-4.490	-6.695	-88.800
12.460	-4.510	-7.311	-96.200
12.465	-4.530	-7.632	-88.800
12.470	-4.540	-7.112	-70.900
12.475	-4.550	-6.909	-91.100
12.480	-4.570	-7.960	-85.300
12.485	-4.590	-8.817	-45.800
12.490	-4.620	-8.723	-15.200
12.495	-4.640	-8.713	-14.700
12.500	-4.660	-8.624	10.200
12.505	-4.680	-8.033	38.500
12.510	-4.700	-7.902	32.300
12.515	-4.720	-7.998	56.800
12.520	-4.730	-7.043	92.100
12.525	-4.740	-4.925	93.100
12.530	-4.740	-1.090	71.800
12.535	-4.700	5.761	73.600
12.540	-4.630	14.589	78.700
12.545	-4.520	19.966	40.900
12.550	-4.400	NaN	-0.100
12.555	-4.280	20.447	-19.900
12.560	-4.160	NaN	-52.800
12.565	-4.030	20.459	-76.600
12.570	-3.910	NaN	-73.800
12.575	-3.790	20.477	-68.900
12.580	-3.670	NaN	-80.200
12.585	-3.550	NaN	-125.400
12.590	-3.440	NaN	-119.400
12.595	-3.320	NaN	-100.900
12.600	-3.200	NaN	-102.300
12.605	-3.080	20.468	-111.500
12.610	-2.970	20.459	-142.700
12.615	-2.850	19.215	-119.100
12.620	-2.750	15.819	-88.700
12.625	-2.670	11.379	-108.100
12.630	-2.620	6.737	-127.600
12.635	-2.580	2.652	-124.700
12.640	-2.560	-0.831	-144.200
12.645	-2.570	-4.419	-163.900
12.650	-2.590	-7.598	-162.000
12.655	-2.620	-9.904	-164.000
12.660	-2.660	-12.069	-168.100
12.665	-2.710	-14.144	-206.100
12.670	-2.780	-15.504	-209.300
12.675	-2.840	-16.632	-179.300
12.680	-2.920	-17.921	-197.500
12.685	-2.990	-18.561	-197.300
12.690	-3.070	-18.738	-180.600
12.695	-3.150	-19.551	-187.200
12.700	-3.240	-20.370	-222.100
12.705	-3.330	NaN	-247.800
12.710	-3.410	-20.476	-252.200
12.715	-3.500	NaN	-240.200
12.720	-3.590	-20.476	-210.600
12.725	-3.670	NaN	-228.700
12.730	-3.760	-20.478	-257.300
12.735	-3.840	-20.477	-263.100
12.740	-3.930	-20.474	-259.300
12.745	-4.010	NaN	-259.400
12.750	-4.100	-20.434	-255.500
12.755	-4.180	-19.754	-262.900
12.760	-4.250	-18.597	-269.500
12.765	-4.330	-17.528	-236.700
12.770	-4.390	-16.141	-261.500
12.775	-4.450	-14.893	-296.300
12.780	-4.500	-14.331	-274.400
12.785	-4.550	-13.629	-271.000
12.790	-4.590	-12.603	-182.300
12.795	-4.630	-11.878	16.900
12.800	-4.670	-11.009	217.900
12.805	-4.700	-9.581	338.600
12.810	-4.720	-8.488	335.400
12.815	-4.740	-7.860	214.400
12.820	-4.760	-6.983	-32.100
12.825	-4.770	-6.381	-289.400
12.830	-4.780	-6.418	-408.200
12.835	-4.790	-6.108	-383.800
12.840	-4.790	-5.329	-331.600
12.845	-4.800	-4.777	-321.600
12.850	-4.800	-3.973	-320.500
12.855	-4.790	-2.624	-307.400
12.860	-4.780	-2.060	-291.700
12.865	-4.770	-2.841	-297.200
12.870	-4.770	-3.889	-320.800
12.875	-4.770	-4.876	-302.700
12.880	-4.770	-5.791	-264.500
12.885	-4.780	-5.799	-263.800
12.890	-4.790	-5.321	-278.500
12.895	-4.790	-5.454	-248.800
12.900	-4.800	-5.601	-214.300
12.905	-4.800	-5.318	-234.100
12.910	-4.810	-5.686	-232.600
12.915	-4.820	-6.916	-199.300
12.920	-4.830	-8.073	-186.500
12.925	-4.850	-9.100	-178.800
12.930	-4.880	-9.994	-151.700
12.935	-4.910	-9.806	-87.200
12.940	-4.930	-9.026	-43.600
12.945	-4.950	-9.064	-60.100
12.950	-4.980	-9.406	-61.500
12.955	-5.000	-9.106	-36.600
12.960	-5.020	-8.111	-28.000
12.965	-5.030	-5.166	-23.400
12.970	-5.020	0.776	-14.700
12.975	-4.970	8.688	-27.100
12.980	-4.890	16.512	-62.900
12.985	-4.770	20.330	-87.900
12.990	-4.650	20.469	-97.600
12.995	-4.520	20.478	-126.000
13.000	-4.400	NaN	-124.600
13.005	-4.280	20.468	-140.200
13.010	-4.160	NaN	-211.000
13.015	-4.040	NaN	-202.300
13.020	-3.910	NaN	-157.100
13.025	-3.790	NaN	-176.600
13.030	-3.680	NaN	-204.500
13.035	-3.560	NaN	-195.400
13.040	-3.440	NaN	-198.000
13.045	-3.320	20.473	-181.700
13.050	-3.200	20.406	-163.100
13.055	-3.090	18.638	-198.600
13.060	-2.990	14.116	-198.900
13.065	-2.920	9.018	-205.700
13.070	-2.870	4.933	-217.200
13.075	-2.850	1.158	-169.100
13.080	-2.840	-2.597	-169.600
13.085	-2.840	-5.489	-191.600
13.090	-2.870	-7.807	-186.200
13.095	-2.900	-10.411	-192.200
13.100	-2.940	-12.573	-184.500
13.105	-2.990	-13.721	-190.700
13.110	-3.050	-14.802	-217.300
13.115	-3.110	-16.050	-204.700
13.120	-3.180	-16.912	-209.700
13.125	-3.250	-17.989	-216.700
13.130	-3.330	-19.506	-204.700
13.135	-3.420	-20.383	-231.900
13.140	-3.500	NaN	-237.100
13.145	-3.590	-20.479	-272.600
13.150	-3.680	NaN	-299.900
13.155	-3.760	-20.479	-265.000
13.160	-3.850	NaN	-258.800
13.165	-3.930	-20.477	-250.200
13.170	-4.020	NaN	-238.400
13.175	-4.100	NaN	-255.700
13.180	-4.180	NaN	-263.500
13.185	-4.270	-20.464	-262.000
13.190	-4.350	-20.205	-260.300
13.195	-4.430	-19.857	-233.200
13.200	-4.510	-19.224	-228.800
13.205	-4.580	-18.021	-243.100
13.210	-4.650	-17.147	-248.600
13.215	-4.710	-16.574	-244.900
13.220	-4.770	-15.398	-215.000
13.225	-4.820	-14.133	-225.500
13.230	-4.860	-13.194	-144.300
13.235	-4.900	-11.824	61.300
13.240	-4.940	-10.322	193.700
13.245	-4.960	-9.521	295.900
13.250	-4.990	-8.633	289.300
13.255	-5.000	-7.059	115.600
13.260	-5.010	-5.758	-132.300
13.265	-5.020	-4.918	-319.500
13.270	-5.010	-3.824	-314.300
13.275	-5.010	-2.947	-260.000
13.280	-5.000	-2.736	-240.500
13.285	-4.990	-2.343	-231.800
13.290	-4.980	-1.705	-249.300
13.295	-4.960	-1.648	-257.200
13.300	-4.950	-1.850	-227.400
13.305	-4.940	-1.995	-208.800
13.310	-4.920	-2.902	-197.800
13.315	-4.920	-4.241	-182.900
13.320	-4.920	-4.777	-230.900
13.325	-4.920	-4.964	-234.300
13.330	-4.930	-5.558	-186.100
13.335	-4.930	-5.816	-166.700
13.340	-4.940	-5.663	-143.900
13.345	-4.940	-6.119	-134.000
13.350	-4.950	-6.809	-132.900
13.355	-4.970	-7.138	-123.700
13.360	-4.980	-7.721	-99.500
13.365	-5.000	-8.059	-57.900
13.370	-5.010	-7.259	-29.600
13.375	-5.020	-6.561	-27.000
13.380	-5.040	-7.076	-13.000
13.385	-5.050	-7.834	16.300
13.390	-5.070	-8.151	78.500
13.395	-5.090	-8.491	102.600
13.400	-5.100	-8.276	49.800
13.405	-5.120	-6.049	19.700
13.410	-5.110	-1.655	28.300
13.415	-5.080	4.641	42.800
13.420	-5.020	13.071	25.400
13.425	-4.910	19.404	-26.500
13.430	-4.790	NaN	-27.100
13.435	-4.660	20.424	-19.400
13.440	-4.540	NaN	-54.600
13.445	-4.420	20.454	-86.200
13.450	-4.290	NaN	-106.300
13.455	-4.170	20.478	-130.200
13.460	-4.050	NaN	-135.800
13.465	-3.930	NaN	-108.000
13.470	-3.810	NaN	-90.700
13.475	-3.690	20.473	-95.100
13.480	-3.570	NaN	-96.700
13.485	-3.450	20.460	-96.500
13.490	-3.340	NaN	-110.100
13.495	-3.220	19.705	-97.200
13.500	-3.110	16.684	-96.600
13.505	-3.020	12.644	-124.600
13.510	-2.960	8.486	-105.300
13.515	-2.910	4.440	-80.300
13.520	-2.890	1.375	-84.800
13.525	-2.870	-1.138	-74.300
13.530	-2.870	-3.854	-80.000
13.535	-2.880	-6.556	-93.700
13.540	-2.910	-9.169	-99.800
13.545	-2.950	-11.838	-105.500
13.550	-3.000	-13.730	-49.900
13.555	-3.060	-14.473	-32.600
13.560	-3.120	-15.288	-63.400
13.565	-3.180	-16.506	-7.800
13.570	-3.250	-17.262	28.100
13.575	-3.330	-17.981	-6.200
13.580	-3.400	-19.143	-27.400
13.585	-3.480	-19.959	-32.500
13.590	-3.570	-20.314	-30.200
13.595	-3.660	NaN	-16.500
13.600	-3.740	-20.477	-12.000
13.605	-3.830	NaN	-11.800
13.610	-3.910	NaN	-9.800
13.615	-4.000	-20.476	-29.900
13.620	-4.080	NaN	-41.100
13.625	-4.160	-20.473	-15.400
13.630	-4.250	NaN	8.900
13.635	-4.330	-20.146	-19.700
13.640	-4.410	-19.387	-43.700
13.645	-4.480	-18.935	-17.400
13.650	-4.550	-18.304	10.300
13.655	-4.620	-17.073	-12.900
13.660	-4.680	-16.079	0.900
13.665	-4.740	-15.421	133.100
13.670	-4.790	-14.288	290.900
13.675	-4.840	-12.929	395.700
13.680	-4.880	-12.108	432.000
13.685	-4.920	-11.023	364.600
13.690	-4.940	-9.431	149.800
13.695	-4.960	-8.284	-81.800
13.700	-4.980	-7.165	-160.600
13.705	-4.990	-5.591	-149.600
13.710	-4.990	-4.503	-118.400
13.715	-4.990	-4.019	-76.500
13.720	-4.990	-3.300	-67.600
13.725	-4.980	-2.859	-73.400
13.730	-4.970	-3.288	-87.900
13.735	-4.970	-3.518	-83.000
13.740	-4.960	-3.096	-75.400
13.745	-4.950	-3.013	-97.000
13.750	-4.940	-3.289	-96.800
13.755	-4.940	-3.291	-80.100
13.760	-4.930	-3.556	-49.200
13.765	-4.930	-4.139	-35.100
13.770	-4.930	-4.122	-63.200
13.775	-4.930	-4.149	-77.700
13.780	-4.930	-5.024	-75.300
13.785	-4.930	-5.715	-59.700
13.790	-4.940	-5.883	-24.100
13.795	-4.940	-6.201	8.400
13.800	-4.950	-6.126	13.000
13.805	-4.960	-5.439	23.600
13.810	-4.960	-5.463	46.000
13.815	-4.970	-6.402	56.600
13.820	-4.980	-7.131	68.000
13.825	-5.000	-7.551	122.900
13.830	-5.010	-7.723	155.800
13.835	-5.020	-6.356	99.600
13.840	-5.020	-2.596	64.700
13.845	-5.000	2.821	79.700
13.850	-4.950	10.218	102.400
13.855	-4.850	17.747	106.900
13.860	-4.730	NaN	47.700
13.865	-4.610	20.414	-24.000
13.870	-4.490	NaN	-43.800
13.875	-4.360	20.468	-45.000
13.880	-4.240	NaN	-16.300
13.885	-4.120	NaN	-8.000
13.890	-4.000	NaN	-43.400
13.895	-3.880	NaN	-72.400
13.900	-3.760	NaN	-62.600
13.905	-3.640	NaN	1.500
13.910	-3.520	20.477	32.400
13.915	-3.400	NaN	-10.300
13.920	-3.280	20.464	-10.600
13.925	-3.170	NaN	7.300
13.930	-3.050	19.459	9.700
13.935	-2.950	16.586	19.000
13.940	-2.860	12.914	-18.000
13.945	-2.790	8.810	-39.300
13.950	-2.750	4.973	-19.600
13.955	-2.720	1.974	6.500
13.960	-2.700	-1.088	20.700
13.965	-2.700	-4.161	-30.200
13.970	-2.720	-6.543	-64.100
13.975	-2.740	-8.717	-31.200
13.980	-2.780	-11.089	-15.100
13.985	-2.830	-13.006	-29.000
13.990	-2.880	-14.473	-20.400
13.995	-2.950	-16.035	-23.000
14.000	-3.020	-17.049	-44.100
14.005	-3.090	-17.152	-47.200
14.010	-3.160	-17.525	-53.100
14.015	-3.240	-18.456	-59.400
14.020	-3.310	-19.045	-53.900
14.025	-3.400	-19.531	-30.300
14.030	-3.480	-20.201	-15.300
14.035	-3.560	-20.396	-36.800
14.040	-3.650	-20.320	-67.500
14.045	-3.730	-20.436	-72.500
14.050	-3.820	-20.465	-49.100
14.055	-3.900	-20.144	-47.300
14.060	-3.990	-19.945	-26.300
14.065	-4.070	-19.788	-13.700
14.070	-4.150	-18.868	-39.900
14.075	-4.220	-18.111	-7.100
14.080	-4.290	-18.219	2.600
14.085	-4.360	-17.976	12.500
14.090	-4.430	-17.041	82.900
14.095	-4.490	-16.167	155.500
14.100	-4.550	-14.870	266.200
14.105	-4.600	-12.733	357.300
14.110	-4.630	-11.054	365.900
14.115	-4.670	-10.081	325.700
14.120	-4.690	-8.723	162.300
14.125	-4.710	-7.234	-62.600
14.130	-4.720	-6.156	-147.800
14.135	-4.730	-5.091	-132.500
14.140	-4.730	-4.303	-99.000
14.145	-4.730	-4.306	-78.400
14.150	-4.730	-4.017	-62.900
14.155	-4.720	-2.706	-26.000
14.160	-4.710	-1.799	-18.700
14.165	-4.700	-1.853	-10.400
14.170	-4.690	-1.789	1.200
14.175	-4.670	-1.808	-32.400
14.180	-4.670	-2.631	-42.100
14.185	-4.660	-3.500	-20.600
14.190	-4.660	-3.893	-14.400
14.195	-4.660	-4.287	-19.900
14.200	-4.660	-4.383	-7.400
14.205	-4.660	-4.020	4.800
14.210	-4.660	-4.204	6.900
14.215	-4.660	-4.844	33.400
14.220	-4.660	-4.853	66.600
14.225	-4.660	-4.499	67.800
14.230	-4.660	-4.382	63.200
14.235	-4.660	-4.230	98.900
14.240	-4.660	-4.521	127.500
14.245	-4.670	-5.744	140.400
14.250	-4.680	-6.652	159.700
14.255	-4.690	-6.700	173.400
14.260	-4.700	-6.946	162.000
14.265	-4.710	-6.376	148.300
14.270	-4.720	-2.557	153.200
14.275	-4.690	4.123	160.000
14.280	-4.630	12.523	152.900
14.285	-4.530	19.108	104.100
14.290	-4.400	NaN	81.000
14.295	-4.280	20.413	64.300
14.300	-4.160	NaN	39.400
14.305	-4.040	20.453	57.900
14.310	-3.920	NaN	52.000
14.315	-3.800	20.479	25.900
14.320	-3.680	NaN	8.900
14.325	-3.560	NaN	-1.600
14.330	-3.440	NaN	10.200
14.335	-3.320	NaN	45.000
14.340	-3.210	20.479	40.900
14.345	-3.090	NaN	4.300
14.350	-2.970	NaN	-10.300
14.355	-2.860	20.475	4.600
14.360	-2.740	20.401	14.300
14.365	-2.630	18.837	-4.100
14.370	-2.530	15.256	-40.200
