Time	VolPulse	BloodFlow	ECG
14.375	-2.460	10.806	-24.700
14.380	-2.400	6.076	28.600
14.385	-2.370	2.063	51.200
14.390	-2.360	-1.109	71.900
14.395	-2.360	-4.300	47.400
14.400	-2.380	-7.036	-4.400
14.405	-2.410	-9.106	-1.700
14.410	-2.450	-11.481	17.000
14.415	-2.500	-13.757	46.600
14.420	-2.560	-14.787	100.900
14.425	-2.630	-15.305	89.500
14.430	-2.690	-16.255	18.200
14.435	-2.760	-17.047	-22.200
14.440	-2.840	-17.622	-32.400
14.445	-2.920	-18.602	-31.300
14.450	-3.000	-19.429	-7.400
14.455	-3.080	-19.838	-29.200
14.460	-3.170	-20.282	-59.500
14.465	-3.250	NaN	-9.000
14.470	-3.340	-20.452	22.300
14.475	-3.430	-20.410	-7.400
14.480	-3.520	-20.448	-28.900
14.485	-3.600	NaN	-19.300
14.490	-3.690	-20.475	-16.700
14.495	-3.770	-20.455	-34.300
14.500	-3.860	-19.874	-28.000
14.505	-3.930	-18.621	-28.300
14.510	-4.010	-17.814	-44.200
14.515	-4.080	-17.268	-15.000
14.520	-4.140	-15.864	20.800
14.525	-4.200	-14.246	72.900
14.530	-4.250	-13.175	210.500
14.535	-4.290	-11.997	340.200
14.540	-4.330	-10.692	339.800
14.545	-4.360	-9.896	256.600
14.550	-4.380	-8.944	110.000
14.555	-4.410	-7.434	-93.500
14.560	-4.420	-6.265	-189.200
14.565	-4.430	-5.079	-165.800
14.570	-4.430	-3.500	-143.900
14.575	-4.420	-2.553	-136.100
14.580	-4.420	-2.360	-117.900
14.585	-4.410	-2.362	-117.600
14.590	-4.400	-2.573	-151.200
14.595	-4.390	-3.180	-147.100
14.600	-4.390	-3.683	-147.800
14.605	-4.390	-3.675	-167.700
14.610	-4.390	-3.723	-149.800
14.615	-4.390	-3.733	-137.800
14.620	-4.380	-3.393	-122.900
14.625	-4.380	-3.724	-129.800
14.630	-4.380	-4.829	-161.300
14.635	-4.390	-5.439	-132.200
14.640	-4.400	-5.527	-97.600
14.645	-4.400	-5.938	-86.200
14.650	-4.410	-6.465	-98.400
14.655	-4.430	-6.459	-106.700
14.660	-4.440	-6.240	-85.000
14.665	-4.450	-5.947	-72.800
14.670	-4.460	-5.543	-43.100
14.675	-4.460	-6.023	-12.300
14.680	-4.480	-7.311	-7.000
14.685	-4.500	-7.891	-14.900
14.690	-4.510	-7.336	8.700
14.695	-4.520	-5.202	17.400
14.700	-4.520	-0.211	-8.900
14.705	-4.480	7.634	-5.300
14.710	-4.400	16.040	-16.900
14.715	-4.290	20.278	-27.000
14.720	-4.160	20.478	-52.000
14.725	-4.040	20.473	-72.900
14.730	-3.920	NaN	-58.400
14.735	-3.800	20.466	-95.300
14.740	-3.680	NaN	-128.200
14.745	-3.560	20.475	-131.200
14.750	-3.450	NaN	-136.700
14.755	-3.330	NaN	-110.400
14.760	-3.210	NaN	-129.200
14.765	-3.090	NaN	-171.900
14.770	-2.980	20.473	-150.800
14.775	-2.860	NaN	-141.400
14.780	-2.750	20.461	-155.500
14.785	-2.630	NaN	-145.000
14.790	-2.520	19.547	-143.900
14.795	-2.420	15.751	-147.800
14.800	-2.340	10.789	-107.800
14.805	-2.290	6.759	-83.400
14.810	-2.250	2.950	-102.500
14.815	-2.240	-0.657	-119.800
14.820	-2.240	-3.164	-112.100
14.825	-2.250	-5.728	-100.000
14.830	-2.270	-8.722	-102.900
14.835	-2.310	-10.398	-112.800
14.840	-2.360	-11.490	-130.400
14.845	-2.410	-13.467	-145.700
14.850	-2.470	-15.187	-128.300
14.855	-2.540	-15.966	-108.700
14.860	-2.610	-17.075	-137.300
14.865	-2.680	-18.466	-160.900
14.870	-2.760	-18.889	-161.600
14.875	-2.850	-19.021	-162.800
14.880	-2.930	-19.686	-168.700
14.885	-3.020	-20.081	-181.000
14.890	-3.100	-20.196	-184.300
14.895	-3.190	-20.426	-175.200
14.900	-3.280	NaN	-160.700
14.905	-3.360	NaN	-164.200
14.910	-3.450	-20.477	-170.100
14.915	-3.540	NaN	-158.500
14.920	-3.620	-20.256	-146.900
14.925	-3.710	-19.849	-125.300
14.930	-3.790	-19.716	-124.100
14.935	-3.870	-19.071	-157.800
14.940	-3.940	-17.796	-149.100
14.945	-4.010	-16.793	-124.300
14.950	-4.070	-15.660	-110.600
14.955	-4.130	-14.026	-108.100
14.960	-4.180	-12.773	-66.900
14.965	-4.220	-11.944	81.900
14.970	-4.260	-10.794	290.000
14.975	-4.290	-9.854	410.600
14.980	-4.320	-9.537	374.700
14.985	-4.340	-8.854	289.700
14.990	-4.370	-7.777	106.800
14.995	-4.380	-7.115	-126.300
15.000	-4.400	-6.296	-196.400
15.005	-4.400	-5.121	-132.100
15.010	-4.410	-4.769	-65.700
15.015	-4.410	-5.011	-43.800
15.020	-4.420	-4.606	-31.100
15.025	-4.420	-4.070	18.800
15.030	-4.420	-4.192	52.500
15.035	-4.420	-4.333	45.900
15.040	-4.420	-4.348	73.600
15.045	-4.420	-4.764	96.200
15.050	-4.430	-5.007	85.000
15.055	-4.430	-4.607	107.800
15.060	-4.430	-4.473	112.300
15.065	-4.440	-4.851	76.400
15.070	-4.440	-5.030	82.900
15.075	-4.450	-5.455	121.900
15.080	-4.460	-6.462	133.200
15.085	-4.470	-7.114	135.300
15.090	-4.490	-7.401	160.300
15.095	-4.500	-7.773	190.300
15.100	-4.520	-7.925	219.700
15.105	-4.540	-7.870	260.100
15.110	-4.560	-8.214	308.500
15.115	-4.580	-8.901	342.000
15.120	-4.610	-8.896	368.100
15.125	-4.630	-8.360	400.900
15.130	-4.650	-7.632	422.000
15.135	-4.660	-4.804	432.900
15.140	-4.650	0.755	435.200
15.145	-4.600	8.869	441.400
15.150	-4.510	17.318	452.000
15.155	-4.400	NaN	437.300
15.160	-4.270	20.401	431.300
15.165	-4.150	NaN	395.700
15.170	-4.030	20.467	344.700
15.175	-3.910	NaN	347.300
15.180	-3.790	NaN	332.700
15.185	-3.670	20.478	316.800
15.190	-3.550	NaN	316.100
15.195	-3.430	20.478	305.800
15.200	-3.320	NaN	309.300
15.205	-3.200	20.473	321.100
15.210	-3.080	NaN	317.000
15.215	-2.970	20.470	328.300
15.220	-2.850	NaN	311.000
15.225	-2.730	20.048	252.400
15.230	-2.630	17.019	239.000
15.235	-2.540	12.254	254.800
15.240	-2.480	7.857	267.200
15.245	-2.440	3.524	265.800
15.250	-2.420	-0.323	259.700
15.255	-2.420	-3.298	252.800
15.260	-2.440	-6.313	252.100
15.265	-2.460	-9.244	258.600
15.270	-2.500	-11.395	270.100
15.275	-2.550	-13.413	244.600
15.280	-2.620	-15.749	212.100
15.285	-2.690	-17.516	225.700
15.290	-2.770	-18.645	242.600
15.295	-2.850	-19.821	254.500
15.300	-2.940	-20.465	253.200
15.305	-3.020	-20.476	229.300
15.310	-3.110	NaN	205.800
15.315	-3.200	NaN	212.500
15.320	-3.290	NaN	218.100
15.325	-3.380	NaN	216.300
15.330	-3.460	NaN	202.200
15.335	-3.550	NaN	208.000
15.340	-3.640	NaN	242.900
15.345	-3.720	-20.477	243.700
15.350	-3.810	NaN	227.800
15.355	-3.890	-20.475	218.800
15.360	-3.980	NaN	231.500
15.365	-4.060	-20.267	250.600
15.370	-4.140	-19.203	281.000
15.375	-4.210	-18.002	314.800
15.380	-4.280	-17.109	333.900
15.385	-4.340	-15.595	357.800
15.390	-4.400	-13.938	350.200
15.395	-4.440	-13.236	346.800
15.400	-4.490	-12.770	405.600
15.405	-4.530	-11.864	547.800
15.410	-4.570	-11.272	751.800
15.415	-4.600	-10.851	929.400
15.420	-4.630	-9.766	1007.000
15.425	-4.660	-8.651	964.200
15.430	-4.680	-7.978	769.100
15.435	-4.690	-6.892	466.000
15.440	-4.700	-5.580	278.600
15.445	-4.710	-5.097	287.800
15.450	-4.710	-5.240	392.200
15.455	-4.720	-5.491	432.800
15.460	-4.720	-5.962	395.400
15.465	-4.730	-6.072	417.800
15.470	-4.740	-5.182	461.600
15.475	-4.740	-4.439	502.900
15.480	-4.740	-4.602	544.400
15.485	-4.740	-4.537	543.700
15.490	-4.740	-4.189	583.200
15.495	-4.740	-4.514	633.700
15.500	-4.740	-4.873	613.100
15.505	-4.750	-4.691	590.200
15.510	-4.750	-4.840	612.900
15.515	-4.750	-5.327	640.800
15.520	-4.760	-5.564	651.200
15.525	-4.760	-6.212	680.500
15.530	-4.780	-7.676	724.100
15.535	-4.800	-8.525	738.300
15.540	-4.820	-8.224	768.900
15.545	-4.840	-8.451	850.300
15.550	-4.860	-9.037	916.900
15.555	-4.880	-8.758	956.800
15.560	-4.900	-8.405	989.800
15.565	-4.920	-8.321	1002.200
15.570	-4.940	-7.611	1008.500
15.575	-4.950	-5.761	1013.600
15.580	-4.950	-1.965	979.600
15.585	-4.920	4.549	927.900
15.590	-4.850	13.154	892.500
15.595	-4.750	19.389	862.100
15.600	-4.620	NaN	832.700
15.605	-4.500	20.424	817.500
15.610	-4.380	NaN	785.100
15.615	-4.260	20.456	735.800
15.620	-4.130	NaN	720.100
15.625	-4.010	20.477	735.600
15.630	-3.890	NaN	741.300
15.635	-3.770	NaN	738.900
15.640	-3.650	NaN	780.100
15.645	-3.530	20.479	827.800
15.650	-3.420	NaN	836.600
15.655	-3.300	NaN	849.200
15.660	-3.180	NaN	832.600
15.665	-3.060	20.353	793.000
15.670	-2.950	18.614	813.900
15.675	-2.860	14.429	832.900
15.680	-2.780	9.281	829.000
15.685	-2.740	4.861	806.200
15.690	-2.710	1.274	781.300
15.695	-2.700	-2.333	774.800
15.700	-2.710	-5.624	773.100
15.705	-2.730	-8.139	802.400
15.710	-2.760	-10.708	790.900
15.715	-2.810	-13.298	747.600
15.720	-2.870	-14.966	741.500
15.725	-2.930	-16.241	734.500
15.730	-3.000	-17.841	725.700
15.735	-3.080	-19.136	714.800
15.740	-3.170	-19.976	700.800
15.745	-3.250	-20.446	664.800
15.750	-3.340	NaN	650.900
15.755	-3.430	-20.477	653.800
15.760	-3.520	NaN	612.800
15.765	-3.600	-20.477	591.800
15.770	-3.690	NaN	582.200
15.775	-3.770	NaN	561.900
15.780	-3.860	NaN	560.100
15.785	-3.940	-20.479	541.500
15.790	-4.030	NaN	528.200
15.795	-4.110	-20.479	532.200
15.800	-4.190	NaN	525.300
15.805	-4.280	NaN	540.500
15.810	-4.360	-20.474	531.800
15.815	-4.440	-20.441	487.200
15.820	-4.520	-19.633	471.200
15.825	-4.590	-18.220	499.300
15.830	-4.660	-17.214	483.100
15.835	-4.720	-16.302	448.400
15.840	-4.780	-15.588	449.700
15.845	-4.840	-15.105	507.500
15.850	-4.890	-14.059	658.300
15.855	-4.930	-12.696	832.000
15.860	-4.970	-11.840	940.000
15.865	-5.000	-10.963	920.800
15.870	-5.030	-9.181	810.800
15.875	-5.050	-7.388	591.500
15.880	-5.060	-6.228	345.500
15.885	-5.070	-4.909	258.500
15.890	-5.060	-3.748	284.700
15.895	-5.060	-3.705	322.900
15.900	-5.060	-3.973	325.500
15.905	-5.050	-3.554	344.000
15.910	-5.040	-2.969	344.100
15.915	-5.040	-2.484	299.400
15.920	-5.020	-2.108	315.600
15.925	-5.010	-2.820	326.300
15.930	-5.010	-4.436	321.800
15.935	-5.010	-5.264	327.300
15.940	-5.010	-5.253	324.500
15.945	-5.020	-5.561	316.300
15.950	-5.020	-6.043	294.100
15.955	-5.030	-6.194	302.200
15.960	-5.040	-6.517	316.300
15.965	-5.050	-7.074	318.100
15.970	-5.060	-7.272	333.500
15.975	-5.080	-7.535	327.800
15.980	-5.090	-7.981	306.500
15.985	-5.110	-7.656	322.700
15.990	-5.120	-7.069	366.900
15.995	-5.130	-7.406	381.600
16.000	-5.150	-8.047	370.300
16.005	-5.170	-8.220	392.500
16.010	-5.180	-8.394	418.600
16.015	-5.200	-8.490	413.700
16.020	-5.220	-7.526	396.000
16.025	-5.230	-4.634	370.900
16.030	-5.210	0.573	360.800
16.035	-5.170	8.589	335.700
16.040	-5.080	17.029	305.400
16.045	-4.960	NaN	310.900
16.050	-4.830	20.424	279.700
16.055	-4.710	NaN	216.100
16.060	-4.590	20.475	191.700
16.065	-4.460	20.478	190.700
16.070	-4.340	NaN	167.200
16.075	-4.220	20.476	158.600
16.080	-4.100	NaN	187.300
16.085	-3.980	NaN	186.100
16.090	-3.860	NaN	168.700
16.095	-3.740	NaN	162.300
16.100	-3.620	NaN	140.400
16.105	-3.500	NaN	128.700
16.110	-3.380	20.479	125.100
16.115	-3.260	20.398	125.400
16.120	-3.150	18.927	134.700
16.125	-3.050	15.134	112.800
16.130	-2.970	10.324	78.100
16.135	-2.920	6.061	35.300
16.140	-2.880	2.282	57.400
16.145	-2.870	-1.624	109.300
16.150	-2.870	-4.874	87.300
16.155	-2.890	-7.269	59.900
16.160	-2.920	-9.911	43.200
16.165	-2.960	-12.343	43.800
16.170	-3.010	-13.647	30.600
16.175	-3.070	-14.753	25.800
16.180	-3.130	-16.258	39.800
16.185	-3.200	-17.262	11.000
16.190	-3.280	-18.068	-11.000
16.195	-3.360	-19.504	-25.700
16.200	-3.440	-20.436	-30.300
16.205	-3.530	NaN	-62.700
16.210	-3.610	NaN	-96.700
16.215	-3.700	NaN	-89.900
16.220	-3.780	-20.477	-78.000
16.225	-3.870	NaN	-57.000
16.230	-3.950	-20.478	-98.600
16.235	-4.040	NaN	-111.700
16.240	-4.120	NaN	-86.400
16.245	-4.200	NaN	-119.100
16.250	-4.290	NaN	-110.400
16.255	-4.370	-20.476	-92.000
16.260	-4.450	-20.465	-92.500
16.265	-4.530	-19.770	-96.300
16.270	-4.610	-17.846	-116.000
16.275	-4.670	-15.808	-103.200
16.280	-4.720	-14.326	-112.300
16.285	-4.770	-12.612	-99.300
16.290	-4.800	-10.771	-2.300
16.295	-4.830	-9.581	184.800
16.300	-4.860	-8.480	365.400
16.305	-4.870	-6.853	397.300
16.310	-4.880	-5.288	341.900
16.315	-4.880	-3.909	152.300
16.320	-4.870	-2.453	-134.200
16.325	-4.860	-1.588	-240.200
16.330	-4.850	-1.419	-210.500
16.335	-4.830	-0.971	-179.300
16.340	-4.810	-0.331	-147.200
16.345	-4.790	-0.286	-139.700
16.350	-4.770	-0.261	-136.900
16.355	-4.750	0.039	-143.500
16.360	-4.730	-0.504	-153.000
16.365	-4.710	-1.737	-167.600
16.370	-4.700	-2.500	-197.100
16.375	-4.700	-3.194	-222.000
16.380	-4.690	-4.298	-191.000
16.385	-4.690	-4.959	-131.900
16.390	-4.700	-5.449	-136.900
16.395	-4.710	-6.484	-161.500
16.400	-4.720	-6.924	-129.900
16.405	-4.730	-6.219	-119.300
16.410	-4.740	-5.610	-128.900
16.415	-4.740	-5.603	-123.800
16.420	-4.750	-5.756	-142.200
16.425	-4.760	-6.384	-121.700
16.430	-4.770	-7.446	-78.900
16.435	-4.790	-8.025	-63.500
16.440	-4.810	-8.469	-44.100
16.445	-4.830	-9.346	-17.900
16.450	-4.860	-9.616	-16.500
16.455	-4.880	-8.766	-28.700
16.460	-4.900	-6.823	3.300
16.465	-4.900	-2.456	6.800
16.470	-4.870	4.899	-26.800
16.475	-4.800	13.789	-34.100
16.480	-4.700	19.647	-60.900
16.485	-4.570	NaN	-80.000
16.490	-4.450	20.430	-116.300
16.495	-4.330	NaN	-144.000
16.500	-4.200	20.456	-148.000
16.505	-4.080	NaN	-190.800
16.510	-3.960	20.476	-190.700
16.515	-3.840	NaN	-181.700
16.520	-3.720	NaN	-207.200
16.525	-3.600	NaN	-217.600
16.530	-3.480	NaN	-223.800
16.535	-3.370	NaN	-226.100
16.540	-3.250	20.477	-220.000
16.545	-3.130	NaN	-211.700
16.550	-3.020	20.462	-198.800
16.555	-2.900	20.438	-185.000
16.560	-2.790	18.582	-190.900
16.565	-2.690	13.895	-227.300
16.570	-2.620	9.015	-237.000
16.575	-2.580	4.691	-210.800
16.580	-2.550	0.314	-222.500
16.585	-2.550	-3.406	-246.800
16.590	-2.560	-6.624	-243.700
16.595	-2.590	-9.888	-248.800
16.600	-2.640	-12.331	-244.700
16.605	-2.690	-13.516	-247.200
16.610	-2.750	-14.598	-272.700
16.615	-2.810	-15.880	-291.900
16.620	-2.880	-16.846	-259.400
16.625	-2.950	-18.181	-204.300
16.630	-3.040	-19.856	-220.400
16.635	-3.120	NaN	-219.400
16.640	-3.210	-20.464	-183.900
16.645	-3.300	NaN	-159.000
16.650	-3.390	-20.477	-139.900
16.655	-3.470	NaN	-126.100
16.660	-3.560	NaN	-71.800
16.665	-3.650	NaN	-26.800
16.670	-3.730	NaN	-29.200
16.675	-3.820	NaN	-29.600
16.680	-3.900	NaN	-15.900
16.685	-3.980	NaN	-33.600
16.690	-4.070	NaN	-64.300
16.695	-4.150	-20.474	-60.600
16.700	-4.240	NaN	-73.900
16.705	-4.320	-20.183	-104.200
16.710	-4.400	-19.631	-103.200
16.715	-4.470	-18.924	-93.700
16.720	-4.540	-17.549	-81.000
16.725	-4.610	-16.119	-19.000
16.730	-4.660	-15.021	131.800
16.735	-4.710	-13.395	316.400
16.740	-4.750	-11.563	409.300
16.745	-4.790	-10.436	393.400
16.750	-4.820	-9.439	274.700
16.755	-4.840	-8.190	25.900
16.760	-4.850	-7.361	-178.400
16.765	-4.870	-6.461	-191.700
16.770	-4.870	-4.714	-177.800
16.775	-4.870	-3.274	-173.200
16.780	-4.860	-2.901	-117.400
16.785	-4.850	-2.544	-103.100
16.790	-4.840	-1.958	-105.300
16.795	-4.830	-1.765	-77.100
16.800	-4.820	-1.633	-70.600
16.805	-4.800	-1.538	-65.600
16.810	-4.790	-2.261	-63.700
16.815	-4.780	-3.238	-75.700
16.820	-4.780	-3.389	-67.800
16.825	-4.770	-3.537	-57.800
16.830	-4.770	-4.367	-45.700
16.835	-4.770	-4.766	-51.100
16.840	-4.770	-4.710	-81.200
16.845	-4.780	-5.272	-96.500
16.850	-4.780	-6.089	-81.700
16.855	-4.790	-6.736	-40.300
16.860	-4.810	-7.577	-12.400
16.865	-4.820	-8.149	-17.700
16.870	-4.840	-7.985	-12.000
16.875	-4.860	-8.034	8.300
16.880	-4.880	-8.730	15.200
16.885	-4.900	-8.979	18.500
16.890	-4.920	-8.806	18.600
16.895	-4.940	-8.475	0.600
16.900	-4.960	-5.619	-11.100
16.905	-4.950	0.763	-24.300
16.910	-4.900	9.353	-48.600
16.915	-4.810	17.435	-83.800
16.920	-4.690	NaN	-110.200
16.925	-4.570	20.415	-97.600
16.930	-4.440	NaN	-115.800
16.935	-4.320	20.472	-142.100
16.940	-4.200	NaN	-155.400
16.945	-4.080	NaN	-181.500
16.950	-3.960	20.477	-193.200
16.955	-3.840	NaN	-200.700
16.960	-3.720	NaN	-197.600
16.965	-3.600	NaN	-189.300
16.970	-3.480	NaN	-230.100
16.975	-3.360	20.471	-214.000
16.980	-3.240	NaN	-156.900
16.985	-3.130	20.457	-170.500
16.990	-3.010	NaN	-193.500
16.995	-2.900	19.719	-187.300
17.000	-2.790	16.425	-175.400
17.005	-2.710	11.883	-178.500
17.010	-2.650	7.219	-184.700
17.015	-2.610	2.632	-201.300
17.020	-2.600	-1.103	-206.300
17.025	-2.600	-3.833	-215.100
17.030	-2.610	-6.717	-221.500
17.035	-2.640	-10.063	-211.300
17.040	-2.690	-12.539	-233.900
17.045	-2.740	-14.392	-246.100
17.050	-2.810	-15.890	-216.800
17.055	-2.870	-16.972	-209.500
17.060	-2.950	-18.394	-245.600
17.065	-3.030	-19.814	-276.800
17.070	-3.120	-20.425	-282.800
17.075	-3.210	NaN	-300.800
17.080	-3.290	NaN	-293.600
17.085	-3.380	NaN	-284.600
17.090	-3.470	NaN	-317.500
17.095	-3.550	NaN	-331.800
17.100	-3.640	NaN	-321.000
17.105	-3.730	NaN	-318.400
17.110	-3.810	NaN	-324.600
17.115	-3.900	NaN	-309.800
17.120	-3.980	NaN	-302.900
17.125	-4.060	NaN	-329.400
17.130	-4.150	-20.476	-342.700
17.135	-4.230	NaN	-328.900
17.140	-4.310	-20.281	-308.900
17.145	-4.390	-19.496	-320.900
17.150	-4.470	-17.949	-356.200
17.155	-4.530	-16.101	-348.000
17.160	-4.590	-15.108	-293.200
17.165	-4.640	-14.721	-165.800
17.170	-4.690	-13.719	62.900
17.175	-4.730	-12.346	234.600
17.180	-4.770	-10.991	254.800
17.185	-4.800	-9.141	189.800
17.190	-4.820	-7.393	-9.400
17.195	-4.830	-6.708	-257.200
17.200	-4.840	-6.221	-395.000
17.205	-4.850	-5.318	-409.300
17.210	-4.850	-4.828	-361.300
17.215	-4.850	-4.479	-369.200
17.220	-4.850	-3.441	-379.800
17.225	-4.840	-2.571	-350.300
17.230	-4.830	-2.635	-360.800
17.235	-4.830	-3.001	-370.800
17.240	-4.820	-3.724	-343.100
17.245	-4.820	-5.106	-341.500
17.250	-4.830	-6.093	-355.600
17.255	-4.840	-6.218	-351.000
17.260	-4.840	-6.518	-342.400
17.265	-4.860	-7.125	-317.900
17.270	-4.870	-7.269	-319.400
17.275	-4.880	-7.508	-318.800
17.280	-4.900	-8.260	-321.500
17.285	-4.920	-8.571	-339.700
17.290	-4.940	-8.472	-306.300
17.295	-4.960	-8.626	-261.500
17.300	-4.980	-8.571	-217.900
17.305	-5.000	-8.276	-207.200
17.310	-5.020	-8.772	-213.300
17.315	-5.040	-9.672	-173.600
17.320	-5.070	-9.699	-134.300
17.325	-5.090	-9.278	-133.300
17.330	-5.120	-8.477	-122.400
17.335	-5.130	-5.068	-96.100
17.340	-5.110	1.219	-104.900
17.345	-5.070	9.103	-136.600
17.350	-4.980	16.988	-135.200
17.355	-4.860	20.465	-128.200
17.360	-4.730	20.431	-179.200
17.365	-4.610	NaN	-221.200
17.370	-4.490	NaN	-252.400
17.375	-4.360	20.474	-263.700
17.380	-4.240	NaN	-269.700
17.385	-4.120	20.475	-321.800
17.390	-4.000	NaN	-320.900
17.395	-3.880	NaN	-302.100
17.400	-3.760	NaN	-320.200
17.405	-3.640	NaN	-342.500
17.410	-3.520	20.475	-312.600
17.415	-3.400	NaN	-278.900
17.420	-3.280	20.469	-324.500
17.425	-3.170	NaN	-339.500
17.430	-3.050	20.097	-319.200
17.435	-2.940	17.614	-321.300
17.440	-2.850	13.093	-340.200
17.445	-2.790	7.776	-342.600
17.450	-2.750	2.759	-312.000
17.455	-2.730	-1.392	-323.300
17.460	-2.740	-5.408	-343.100
17.465	-2.760	-9.234	-334.200
17.470	-2.800	-12.131	-337.600
17.475	-2.860	-14.453	-349.400
17.480	-2.920	-16.459	-367.800
17.485	-2.990	-17.588	-358.900
17.490	-3.070	-18.416	-345.300
17.495	-3.150	-19.715	-354.900
17.500	-3.240	-20.464	-370.200
17.505	-3.320	-20.475	-402.300
17.510	-3.410	NaN	-387.900
17.515	-3.500	NaN	-370.200
17.520	-3.580	NaN	-411.600
17.525	-3.670	NaN	-438.500
17.530	-3.750	-20.478	-443.000
17.535	-3.840	NaN	-433.000
17.540	-3.920	NaN	-417.200
17.545	-4.010	NaN	-429.100
17.550	-4.090	-20.479	-422.700
17.555	-4.170	NaN	-401.100
17.560	-4.260	NaN	-425.000
17.565	-4.340	NaN	-437.600
17.570	-4.420	NaN	-428.800
17.575	-4.500	-20.479	-421.500
17.580	-4.590	-20.437	-420.400
17.585	-4.670	-19.788	-439.000
17.590	-4.740	-18.691	-442.200
17.595	-4.810	-18.024	-412.800
17.600	-4.880	-17.186	-330.800
17.605	-4.940	-15.706	-141.800
17.610	-4.990	-14.465	114.500
17.615	-5.040	-13.337	249.300
17.620	-5.080	-11.685	252.100
17.625	-5.110	-10.240	133.900
17.630	-5.130	-9.467	-142.800
17.635	-5.150	-8.679	-389.800
17.640	-5.170	-7.799	-485.100
17.645	-5.190	-7.181	-481.200
17.650	-5.200	-6.394	-442.100
17.655	-5.200	-5.314	-451.000
17.660	-5.200	-4.536	-468.100
17.665	-5.200	-3.939	-445.800
17.670	-5.190	-3.266	-418.200
17.675	-5.190	-3.354	-398.600
17.680	-5.180	-4.454	-407.800
17.685	-5.180	-5.373	-414.800
17.690	-5.190	-5.783	-417.200
17.695	-5.190	-6.324	-408.200
17.700	-5.200	-6.781	-383.900
17.705	-5.210	-6.951	-390.700
17.710	-5.220	-7.279	-382.600
17.715	-5.240	-7.591	-340.600
17.720	-5.250	-7.457	-325.500
17.725	-5.260	-7.446	-313.600
17.730	-5.280	-8.011	-294.800
17.735	-5.300	-8.373	-301.500
17.740	-5.310	-8.399	-296.900
17.745	-5.330	-8.636	-257.700
17.750	-5.350	-8.699	-196.700
17.755	-5.370	-8.468	-162.000
17.760	-5.390	-8.482	-172.500
17.765	-5.400	-8.504	-178.200
17.770	-5.420	-8.068	-170.900
17.775	-5.430	-6.568	-134.000
17.780	-5.430	-2.534	-121.300
17.785	-5.400	4.854	-164.800
17.790	-5.330	14.153	-190.500
17.795	-5.220	19.896	-207.800
17.800	-5.090	NaN	-221.500
17.805	-4.970	20.442	-231.500
17.810	-4.840	NaN	-270.500
17.815	-4.720	20.456	-308.200
17.820	-4.590	NaN	-316.900
17.825	-4.470	20.474	-312.100
17.830	-4.350	NaN	-329.000
17.835	-4.230	NaN	-336.300
17.840	-4.110	20.479	-295.900
17.845	-3.980	NaN	-279.500
17.850	-3.860	20.478	-310.200
17.855	-3.740	NaN	-338.300
17.860	-3.630	NaN	-345.800
17.865	-3.510	NaN	-363.600
17.870	-3.390	20.282	-366.400
17.875	-3.280	18.000	-334.900
17.880	-3.180	13.439	-344.100
17.885	-3.110	9.029	-347.100
17.890	-3.060	5.148	-342.200
17.895	-3.030	0.976	-339.400
17.900	-3.020	-2.921	-308.300
17.905	-3.030	-5.968	-328.000
17.910	-3.060	-8.820	-360.700
17.915	-3.090	-11.626	-359.700
17.920	-3.140	-13.816	-338.300
17.925	-3.200	-15.693	-329.200
17.930	-3.270	-17.510	-339.400
17.935	-3.350	-18.863	-328.000
17.940	-3.430	-19.878	-349.800
17.945	-3.510	-20.447	-394.100
17.950	-3.600	NaN	-403.400
17.955	-3.690	-20.479	-395.200
17.960	-3.770	NaN	-389.800
17.965	-3.860	-20.478	-382.700
17.970	-3.940	NaN	-388.300
17.975	-4.030	NaN	-405.600
17.980	-4.110	NaN	-407.300
17.985	-4.190	NaN	-391.600
17.990	-4.280	NaN	-396.600
17.995	-4.360	NaN	-415.000
18.000	-4.440	NaN	-369.400
18.005	-4.520	NaN	-333.000
18.010	-4.600	NaN	-359.300
18.015	-4.690	NaN	-380.900
18.020	-4.770	NaN	-407.600
18.025	-4.850	NaN	-427.200
18.030	-4.930	-20.412	-416.600
18.035	-5.000	-19.633	-362.300
18.040	-5.080	-18.128	-257.000
18.045	-5.140	-16.561	-104.000
18.050	-5.190	-14.781	61.800
18.055	-5.240	-12.907	142.400
18.060	-5.280	-11.541	108.500
18.065	-5.310	-10.259	-102.800
18.070	-5.330	-8.473	-394.700
18.075	-5.340	-6.829	-498.900
18.080	-5.350	-5.695	-475.300
18.085	-5.350	-4.465	-417.300
18.090	-5.340	-3.292	-396.700
18.095	-5.330	-2.644	-415.600
18.100	-5.320	-1.956	-396.700
18.105	-5.300	-1.136	-408.900
18.110	-5.290	-1.119	-417.700
18.115	-5.270	-1.792	-387.900
18.120	-5.250	-2.232	-352.600
18.125	-5.240	-2.581	-352.700
18.130	-5.230	-3.103	-361.600
18.135	-5.230	-3.231	-349.700
18.140	-5.220	-3.260	-337.700
18.145	-5.210	-3.924	-315.800
18.150	-5.210	-4.637	-295.300
18.155	-5.210	-5.039	-305.400
18.160	-5.210	-5.639	-321.900
18.165	-5.220	-6.178	-291.700
18.170	-5.230	-6.185	-249.400
18.175	-5.230	-6.128	-240.300
18.180	-5.240	-6.312	-237.900
18.185	-5.250	-6.463	-193.300
18.190	-5.260	-6.969	-174.500
