Time 	VolPulse	BloodFlow	ECG	
7.125	-1.520	-2.916	-36.200	
7.130	-1.530	-3.015	-29.700	
7.135	-1.540	-3.293	-14.800	
7.140	-1.540	-3.088	-8.200	
7.145	-1.550	-2.819	-6.000	
7.150	-1.560	-2.878	-13.600	
7.155	-1.570	-2.664	-20.100	
7.160	-1.570	-2.284	-12.700	
7.165	-1.580	-2.424	53.300	
7.170	-1.580	-2.626	205.600	
7.175	-1.590	-2.477	434.900	
7.180	-1.590	-2.630	642.200	
7.185	-1.600	-3.003	695.100	
7.190	-1.610	-2.909	625.200	
7.195	-1.610	-2.788	425.000	
7.200	-1.620	-3.026	132.300	
7.205	-1.630	-2.994	-45.400	
7.210	-1.640	-2.747	-81.200	
7.215	-1.640	-2.891	-58.800	
7.220	-1.650	-2.994	-27.800	
7.225	-1.660	-2.706	-31.000	
7.230	-1.660	-2.663	-40.100	
7.235	-1.670	-2.823	-40.200	
7.240	-1.670	-2.590	-48.200	
7.245	-1.680	-2.407	-53.000	
7.250	-1.680	-2.616	-52.800	
7.255	-1.690	-2.527	-32.900	
7.260	-1.690	-2.198	-41.100	
7.265	-1.700	-2.321	-49.000	
7.270	-1.700	-2.509	-17.100	
7.275	-1.700	-2.373	-33.000	
7.280	-1.710	-2.517	-46.400	
7.285	-1.710	-2.879	-23.900	
7.290	-1.720	-2.790	5.100	
7.295	-1.730	-2.661	6.300	
7.300	-1.730	-2.900	-22.900	
7.305	-1.740	-2.857	-22.500	
7.310	-1.750	-2.539	-28.000	
7.315	-1.750	-2.581	-32.400	
7.320	-1.750	-2.557	-12.100	
7.325	-1.760	-2.111	3.800	
7.330	-1.760	-1.963	1.300	
7.335	-1.760	-2.127	-0.100	
7.340	-1.760	-2.002	16.300	
7.345	-1.770	-2.023	23.000	
7.350	-1.770	-2.499	35.600	
7.355	-1.770	-2.699	48.700	
7.360	-1.780	-2.616	40.700	
7.365	-1.790	-2.877	47.300	
7.370	-1.790	-3.079	66.700	
7.375	-1.800	-2.864	69.300	
7.380	-1.800	-2.868	63.300	
7.385	-1.810	-3.002	71.700	
7.390	-1.820	-2.613	81.200	
7.395	-1.820	-2.119	94.000	
7.400	-1.820	-1.857	114.100	
7.405	-1.820	-1.077	125.100	
7.410	-1.810	0.346	139.100	
7.415	-1.800	1.872	147.300	
7.420	-1.780	3.832	156.400	
7.425	-1.750	6.353	185.500	
7.430	-1.700	8.565	186.700	
7.435	-1.650	10.360	165.700	
7.440	-1.580	12.264	175.100	
7.445	-1.510	13.816	195.600	
7.450	-1.430	14.675	186.900	
7.455	-1.350	15.504	155.600	
7.460	-1.260	16.258	134.300	
7.465	-1.180	16.323	113.500	
7.470	-1.090	16.143	105.400	
7.475	-1.000	16.098	101.600	
7.480	-0.920	15.532	61.000	
7.485	-0.840	14.467	33.100	
7.490	-0.770	13.576	11.600	
7.495	-0.700	12.523	-17.500	
7.500	-0.640	10.931	-34.500	
7.505	-0.580	9.476	-51.800	
7.510	-0.540	8.221	-53.200	
7.515	-0.500	6.576	-65.300	
7.520	-0.470	5.001	-74.600	
7.525	-0.440	3.894	-70.100	
7.530	-0.420	2.610	-75.000	
7.535	-0.410	1.159	-68.200	
7.540	-0.410	0.142	-45.600	
7.545	-0.410	-0.849	-67.500	
7.550	-0.410	-2.104	-96.500	
7.555	-0.420	-2.912	-68.800	
7.560	-0.440	-3.316	-54.800	
7.565	-0.450	-3.964	-72.200	
7.570	-0.470	-4.431	-78.600	
7.575	-0.490	-4.360	-80.400	
7.580	-0.510	-4.416	-72.900	
7.585	-0.530	-4.569	-57.600	
7.590	-0.550	-4.229	-55.800	
7.595	-0.570	-3.901	-52.400	
7.600	-0.590	-4.036	-53.900	
7.605	-0.600	-4.001	-42.200	
7.610	-0.620	-3.809	-30.600	
7.615	-0.640	-4.079	-39.400	
7.620	-0.660	-4.331	-25.800	
7.625	-0.670	-4.124	-18.900	
7.630	-0.690	-4.096	-44.000	
7.635	-0.710	-4.269	-55.600	
7.640	-0.730	-4.056	-48.600	
7.645	-0.740	-3.867	-41.000	
7.650	-0.760	-4.069	-25.900	
7.655	-0.780	-4.007	-12.400	
7.660	-0.790	-3.684	-17.100	
7.665	-0.810	-3.748	-38.900	
7.670	-0.820	-3.803	-46.500	
7.675	-0.840	-3.481	-35.100	
7.680	-0.850	-3.415	-39.300	
7.685	-0.860	-3.519	-42.000	
7.690	-0.880	-3.077	-37.600	
7.695	-0.890	-2.473	-44.200	
7.700	-0.890	-2.124	-37.000	
7.705	-0.900	-1.435	-28.400	
7.710	-0.900	-0.484	-39.000	
7.715	-0.900	0.035	-42.700	
7.720	-0.890	0.532	-33.900	
7.725	-0.880	1.418	-25.000	
7.730	-0.870	2.041	-15.100	
7.735	-0.850	2.375	-22.900	
7.740	-0.840	3.043	-51.500	
7.745	-0.820	3.641	-63.000	
7.750	-0.790	3.756	-53.600	
7.755	-0.770	4.035	-35.700	
7.760	-0.750	4.475	-26.800	
7.765	-0.720	4.416	-26.300	
7.770	-0.690	4.268	-25.900	
7.775	-0.670	4.383	-14.800	
7.780	-0.650	4.083	-31.400	
7.785	-0.620	3.434	-62.200	
7.790	-0.600	3.099	-31.300	
7.795	-0.590	2.643	-28.800	
7.800	-0.570	1.734	-45.100	
7.805	-0.560	1.091	-29.300	
7.810	-0.560	0.691	-24.900	
7.815	-0.550	-0.092	-16.900	
7.820	-0.550	-0.807	-12.600	
7.825	-0.560	-1.076	-44.800	
7.830	-0.560	-1.534	-56.000	
7.835	-0.570	-2.106	-39.200	
7.840	-0.570	-2.149	-43.100	
7.845	-0.580	-2.103	-43.600	
7.850	-0.590	-2.375	-15.500	
7.855	-0.600	-2.379	-5.100	
7.860	-0.610	-2.194	-26.600	
7.865	-0.620	-2.461	-18.800	
7.870	-0.630	-2.736	-20.900	
7.875	-0.640	-2.644	-53.600	
7.880	-0.650	-2.835	-57.900	
7.885	-0.660	-3.244	-10.700	
7.890	-0.670	-3.215	2.600	
7.895	-0.690	-3.161	-20.300	
7.900	-0.700	-3.441	5.300	
7.905	-0.710	-3.398	20.500	
7.910	-0.730	-3.106	10.300	
7.915	-0.740	-3.281	-6.700	
7.920	-0.750	-3.518	-1.900	
7.925	-0.770	-3.408	36.900	
7.930	-0.780	-3.566	42.800	
7.935	-0.800	-3.891	23.700	
7.940	-0.810	-3.676	4.500	
7.945	-0.830	-3.359	-15.200	
7.950	-0.840	-3.390	-19.800	
7.955	-0.850	-3.174	-25.000	
7.960	-0.860	-2.776	-47.300	
7.965	-0.870	-2.833	-30.800	
7.970	-0.880	-2.912	-4.100	
7.975	-0.890	-2.619	-23.200	
7.980	-0.900	-2.607	-24.600	
7.985	-0.910	-2.864	-28.200	
7.990	-0.920	-2.745	-47.500	
7.995	-0.930	-2.666	-57.100	
8.000	-0.940	-2.959	-43.400	
8.005	-0.950	-2.905	-15.700	
8.010	-0.960	-2.512	-32.500	
8.015	-0.970	-2.458	-40.600	
8.020	-0.970	-2.363	-24.800	
8.025	-0.980	-1.908	-27.300	
8.030	-0.980	-1.803	-34.000	
8.035	-0.990	-1.997	-33.200	
8.040	-1.000	-1.791	-38.400	
8.045	-1.000	-1.593	-12.900	
8.050	-1.000	-1.802	56.200	
8.055	-1.010	-1.754	156.400	
8.060	-1.010	-1.471	344.200	
8.065	-1.010	-1.613	535.100	
8.070	-1.020	-1.754	592.100	
8.075	-1.020	-1.492	527.500	
8.080	-1.020	-1.473	343.700	
8.085	-1.030	-1.696	53.500	
8.090	-1.030	-1.541	-97.200	
8.095	-1.030	-1.401	-62.600	
8.100	-1.040	-1.625	-21.700	
8.105	-1.040	-1.559	-14.900	
8.110	-1.040	-1.216	-18.800	
8.115	-1.040	-1.232	-9.600	
8.120	-1.040	-1.241	-24.600	
8.125	-1.040	-0.912	-41.500	
8.130	-1.040	-0.938	-38.200	
8.135	-1.040	-1.286	-40.100	
8.140	-1.050	-1.293	-37.800	
8.145	-1.050	-1.379	-32.700	
8.150	-1.050	-1.886	-22.000	
8.155	-1.060	-2.064	-16.800	
8.160	-1.060	-1.848	-21.800	
8.165	-1.070	-1.859	-16.200	
8.170	-1.070	-1.816	-4.100	
8.175	-1.070	-1.512	6.000	
8.180	-1.080	-1.624	9.900	
8.185	-1.080	-2.068	-5.800	
8.190	-1.090	-2.107	-17.400	
8.195	-1.090	-2.061	-12.800	
8.200	-1.100	-2.297	-10.400	
8.205	-1.100	-2.211	8.200	
8.210	-1.110	-1.861	29.700	
8.215	-1.110	-1.936	9.500	
8.220	-1.120	-2.058	4.300	
8.225	-1.120	-1.854	19.300	
8.230	-1.130	-2.002	7.400	
8.235	-1.130	-2.479	9.600	
8.240	-1.140	-2.558	19.900	
8.245	-1.150	-2.586	45.900	
8.250	-1.160	-2.922	60.400	
8.255	-1.170	-2.913	56.300	
8.260	-1.180	-2.619	74.800	
8.265	-1.180	-2.699	88.400	
8.270	-1.190	-2.741	93.800	
8.275	-1.200	-2.397	98.700	
8.280	-1.200	-2.337	111.100	
8.285	-1.210	-2.531	130.300	
8.290	-1.220	-2.290	148.300	
8.295	-1.220	-1.947	155.700	
8.300	-1.230	-1.803	187.700	
8.305	-1.230	-1.057	234.500	
8.310	-1.230	0.420	233.800	
8.315	-1.210	1.925	204.300	
8.320	-1.190	3.666	188.100	
8.325	-1.170	5.850	194.100	
8.330	-1.130	7.692	215.100	
8.335	-1.080	9.143	222.100	
8.340	-1.020	10.840	186.800	
8.345	-0.960	12.366	165.300	
8.350	-0.890	13.294	137.300	
8.355	-0.820	14.204	101.800	
8.360	-0.740	15.036	80.500	
8.365	-0.660	15.171	30.300	
8.370	-0.580	15.029	1.300	
8.375	-0.510	14.992	-5.400	
8.380	-0.430	14.427	-21.400	
8.385	-0.360	13.363	-40.500	
8.390	-0.290	12.514	-55.800	
8.395	-0.230	11.559	-57.900	
8.400	-0.180	10.104	-63.200	
8.405	-0.130	8.801	-72.200	
8.410	-0.090	7.651	-75.800	
8.415	-0.050	6.031	-92.700	
8.420	-0.030	4.441	-106.100	
8.425	-0.010	3.331	-83.700	
8.430	0.010	2.056	-89.200	
8.435	0.010	0.656	-91.000	
8.440	0.010	-0.214	-56.000	
8.445	0.010	-0.965	-77.600	
8.450	0.000	-2.009	-103.700	
8.455	-0.010	-2.659	-94.900	
8.460	-0.020	-2.843	-88.700	
8.465	-0.040	-3.201	-85.200	
8.470	-0.050	-3.355	-85.700	
8.475	-0.070	-3.004	-79.200	
8.480	-0.080	-2.999	-67.300	
8.485	-0.100	-3.420	-61.600	
8.490	-0.120	-3.583	-54.500	
8.495	-0.130	-3.828	-47.700	
8.500	-0.150	-4.395	-45.500	
8.505	-0.180	-4.542	-36.100	
8.510	-0.200	-4.310	-41.900	
8.515	-0.220	-4.404	-62.800	
8.520	-0.240	-4.501	-65.700	
8.525	-0.260	-4.276	-67.200	
8.530	-0.280	-4.395	-61.300	
8.535	-0.300	-4.798	-51.000	
8.540	-0.330	-4.744	-51.900	
8.545	-0.350	-4.624	-46.400	
8.550	-0.370	-4.871	-51.200	
8.555	-0.390	-4.831	-60.700	
8.560	-0.410	-4.519	-60.300	
8.565	-0.430	-4.568	-43.200	
8.570	-0.450	-4.509	-13.100	
8.575	-0.470	-3.935	-36.100	
8.580	-0.490	-3.494	-79.800	
8.585	-0.510	-3.206	-65.600	
8.590	-0.520	-2.468	-46.100	
8.595	-0.520	-1.684	-58.300	
8.600	-0.530	-1.268	-60.100	
8.605	-0.530	-0.552	-40.700	
8.610	-0.530	0.480	-46.800	
8.615	-0.520	1.125	-57.300	
8.620	-0.510	1.742	-46.200	
8.625	-0.500	2.696	-56.900	
8.630	-0.480	3.315	-66.900	
8.635	-0.460	3.576	-47.500	
8.640	-0.440	4.123	-32.800	
8.645	-0.420	4.563	-36.800	
8.650	-0.390	4.449	-45.200	
8.655	-0.370	4.440	-45.100	
8.660	-0.350	4.589	-33.100	
8.665	-0.320	4.231	-32.600	
8.670	-0.300	3.747	-19.100	
8.675	-0.280	3.519	10.600	
8.680	-0.260	2.889	16.600	
8.685	-0.250	1.965	32.300	
8.690	-0.240	1.499	22.900	
8.695	-0.230	1.110	-16.200	
8.700	-0.230	0.419	-11.100	
8.705	-0.230	0.054	-11.700	
8.710	-0.220	-0.026	-12.800	
8.715	-0.230	-0.506	-2.000	
8.720	-0.230	-0.986	-40.400	
8.725	-0.230	-1.040	-66.300	
8.730	-0.240	-1.306	-70.400	
8.735	-0.240	-1.748	-60.200	
8.740	-0.250	-1.725	-40.800	
8.745	-0.260	-1.678	-48.700	
8.750	-0.270	-2.021	-68.000	
8.755	-0.280	-2.169	-72.900	
8.760	-0.290	-2.159	-46.100	
8.765	-0.290	-2.617	-31.300	
8.770	-0.310	-3.098	-42.700	
8.775	-0.320	-3.134	-56.300	
8.780	-0.340	-3.393	-61.200	
8.785	-0.350	-3.931	-62.600	
8.790	-0.370	-4.096	-58.700	
8.795	-0.390	-4.218	-39.400	
8.800	-0.410	-4.600	-34.000	
8.805	-0.430	-4.581	-38.900	
8.810	-0.450	-4.196	-52.100	
8.815	-0.470	-4.155	-15.700	
8.820	-0.490	-4.125	117.300	
8.825	-0.510	-3.712	297.700	
8.830	-0.520	-3.565	509.200	
8.835	-0.540	-3.692	601.000	
8.840	-0.550	-3.433	530.600	
8.845	-0.570	-3.203	388.100	
8.850	-0.580	-3.436	147.000	
8.855	-0.600	-3.508	-60.800	
8.860	-0.610	-3.376	-100.500	
8.865	-0.630	-3.622	-58.700	
8.870	-0.640	-3.783	-45.200	
8.875	-0.660	-3.413	-67.400	
8.880	-0.670	-3.228	-52.900	
8.885	-0.680	-3.292	-42.100	
8.890	-0.700	-2.942	-85.900	
8.895	-0.710	-2.596	-82.600	
8.900	-0.720	-2.674	-43.900	
8.905	-0.730	-2.534	-46.000	
8.910	-0.730	-2.159	-61.000	
8.915	-0.740	-2.192	-60.700	
8.920	-0.750	-2.238	-40.900	
8.925	-0.760	-1.877	-17.300	
8.930	-0.760	-1.776	-28.300	
8.935	-0.770	-1.933	-42.600	
8.940	-0.770	-1.663	-34.100	
8.945	-0.780	-1.416	-19.300	
8.950	-0.780	-1.643	-20.800	
8.955	-0.790	-1.715	-28.300	
8.960	-0.790	-1.588	-14.100	
8.965	-0.800	-1.824	-23.400	
8.970	-0.800	-2.015	-21.200	
8.975	-0.810	-1.772	-3.400	
8.980	-0.810	-1.801	3.300	
8.985	-0.820	-2.164	9.400	
8.990	-0.830	-2.203	-3.300	
8.995	-0.830	-2.297	14.900	
9.000	-0.840	-2.794	14.300	
9.005	-0.850	-2.994	-3.900	
9.010	-0.860	-2.860	17.400	
9.015	-0.870	-3.016	28.400	
9.020	-0.890	-3.087	41.900	
9.025	-0.900	-2.668	50.800	
9.030	-0.910	-2.433	46.800	
9.035	-0.910	-2.424	68.800	
9.040	-0.920	-1.975	83.400	
9.045	-0.920	-1.496	89.300	
9.050	-0.930	-1.413	108.600	
9.055	-0.930	-1.033	117.400	
9.060	-0.930	-0.216	138.700	
9.065	-0.920	0.521	158.400	
9.070	-0.910	1.634	160.200	
9.075	-0.900	3.511	169.100	
9.080	-0.870	5.348	197.400	
9.085	-0.840	6.951	211.000	
9.090	-0.790	8.866	190.300	
9.095	-0.740	10.634	188.200	
9.100	-0.680	11.788	186.700	
9.105	-0.620	12.926	162.000	
9.110	-0.550	14.079	157.800	
9.115	-0.470	14.599	131.500	
9.120	-0.400	14.824	93.200	
9.125	-0.320	15.193	75.600	
9.130	-0.240	15.074	32.300	
9.135	-0.170	14.468	-5.600	
9.140	-0.090	14.093	-21.400	
9.145	-0.030	13.564	-44.800	
9.150	0.040	12.479	-61.900	
9.155	0.100	11.467	-73.300	
9.160	0.150	10.530	-69.900	
9.165	0.200	9.061	-67.100	
9.170	0.240	7.490	-88.200	
9.175	0.280	6.343	-91.300	
9.180	0.300	5.026	-80.100	
9.185	0.320	3.502	-82.700	
9.190	0.340	2.393	-94.800	
9.195	0.340	1.271	-103.300	
9.200	0.340	-0.209	-104.800	
9.205	0.340	-1.317	-92.500	
9.210	0.330	-1.951	-90.800	
9.215	0.320	-2.719	-83.800	
9.220	0.300	-3.326	-72.100	
9.225	0.280	-3.415	-84.100	
9.230	0.260	-3.654	-86.300	
9.235	0.240	-4.053	-88.600	
9.240	0.220	-3.961	-77.200	
9.245	0.200	-3.787	-73.300	
9.250	0.180	-3.923	-92.300	
9.255	0.160	-3.796	-89.500	
9.260	0.140	-3.433	-72.000	
9.265	0.120	-3.513	-69.600	
9.270	0.100	-3.698	-90.400	
9.275	0.090	-3.532	-69.600	
9.280	0.070	-3.650	-33.100	
9.285	0.050	-4.055	-43.800	
9.290	0.030	-4.081	-74.400	
9.295	0.010	-4.141	-79.100	
9.300	-0.010	-4.647	-65.700	
9.305	-0.040	-4.900	-56.600	
9.310	-0.060	-4.746	-38.800	
9.315	-0.090	-4.814	-47.300	
9.320	-0.110	-4.776	-65.300	
9.325	-0.130	-4.227	-53.600	
9.330	-0.150	-3.888	-47.200	
9.335	-0.170	-3.828	-54.700	
9.340	-0.190	-3.383	-74.600	
9.345	-0.200	-2.902	-77.400	
9.350	-0.220	-2.771	-44.800	
9.355	-0.230	-2.366	-49.900	
9.360	-0.240	-1.679	-73.500	
9.365	-0.240	-1.391	-55.500	
9.370	-0.250	-1.107	-39.000	
9.375	-0.250	-0.379	-62.600	
9.380	-0.250	0.138	-75.700	
9.385	-0.250	0.392	-66.300	
9.390	-0.240	1.018	-52.400	
9.395	-0.230	1.619	-47.400	
9.400	-0.230	1.728	-56.800	
9.405	-0.220	1.963	-41.500	
9.410	-0.200	2.359	-47.900	
9.415	-0.190	2.293	-62.300	
9.420	-0.180	2.204	-43.600	
9.425	-0.170	2.502	-30.800	
9.430	-0.150	2.496	-43.800	
9.435	-0.140	2.101	-58.200	
9.440	-0.130	1.933	-53.200	
9.445	-0.120	1.639	-46.800	
9.450	-0.110	0.817	-35.500	
9.455	-0.110	0.173	-9.800	
9.460	-0.110	-0.174	16.800	
9.465	-0.110	-0.849	12.800	
9.470	-0.120	-1.496	-0.600	
9.475	-0.130	-1.711	-8.400	
9.480	-0.130	-2.111	-8.000	
9.485	-0.140	-2.708	14.400	
9.490	-0.160	-2.832	5.700	
9.495	-0.170	-2.875	-24.900	
9.500	-0.190	-3.295	-36.800	
9.505	-0.200	-3.462	-33.000	
9.510	-0.220	-3.337	-30.400	
9.515	-0.240	-3.593	-54.300	
9.520	-0.250	-3.920	-68.400	
9.525	-0.270	-3.891	-52.400	
9.530	-0.290	-4.079	-45.800	
9.535	-0.310	-4.485	-62.500	
9.540	-0.330	-4.422	-64.200	
9.545	-0.350	-4.262	-42.600	
9.550	-0.370	-4.471	-46.900	
9.555	-0.390	-4.419	-71.500	
9.560	-0.410	-4.084	-76.100	
9.565	-0.430	-4.171	-59.700	
9.570	-0.450	-4.299	-45.200	
9.575	-0.470	-4.063	-47.900	
9.580	-0.490	-4.154	-50.100	
9.585	-0.510	-4.589	-51.000	
9.590	-0.530	-4.629	-66.000	
9.595	-0.550	-4.601	-62.900	
9.600	-0.570	-4.925	-13.400	
9.605	-0.590	-4.913	111.200	
9.610	-0.610	-4.541	320.600	
9.615	-0.630	-4.536	560.600	
9.620	-0.650	-4.549	690.700	
9.625	-0.670	-4.164	649.900	
9.630	-0.690	-3.993	513.700	
9.635	-0.700	-4.039	261.400	
9.640	-0.720	-3.644	-8.200	
9.645	-0.730	-3.251	-93.200	
9.650	-0.750	-3.343	-78.600	
9.655	-0.760	-3.286	-51.400	
9.660	-0.770	-3.038	-33.800	
9.665	-0.780	-3.145	-63.800	
9.670	-0.800	-3.151	-79.400	
9.675	-0.810	-2.669	-84.000	
9.680	-0.820	-2.409	-70.700	
9.685	-0.820	-2.505	-47.400	
9.690	-0.830	-2.353	-65.000	
9.695	-0.840	-2.296	-83.300	
9.700	-0.850	-2.702	-85.100	
9.705	-0.860	-2.857	-69.900	
9.710	-0.870	-2.677	-21.600	
9.715	-0.880	-2.827	-8.000	
9.720	-0.890	-2.964	-64.900	
9.725	-0.900	-2.679	-103.800	
9.730	-0.910	-2.674	-76.300	
9.735	-0.920	-3.056	-36.600	
9.740	-0.930	-3.126	-47.700	
9.745	-0.940	-3.141	-49.900	
9.750	-0.950	-3.468	-24.200	
9.755	-0.970	-3.466	-39.800	
9.760	-0.980	-3.123	-40.800	
9.765	-0.990	-3.168	-9.800	
9.770	-1.000	-3.319	2.800	
9.775	-1.010	-3.161	-16.300	
9.780	-1.020	-3.323	-38.800	
9.785	-1.040	-3.802	-27.700	
9.790	-1.050	-3.819	-9.800	
9.795	-1.070	-3.698	5.000	
9.800	-1.080	-3.898	18.100	
9.805	-1.090	-3.784	3.900	
9.810	-1.110	-3.329	16.700	
9.815	-1.120	-3.224	44.600	
9.820	-1.130	-3.096	49.600	
9.825	-1.140	-2.446	62.400	
9.830	-1.140	-1.816	57.000	
9.835	-1.150	-1.114	63.500	
9.840	-1.140	0.405	89.200	
9.845	-1.130	2.330	106.200	
9.850	-1.110	4.083	131.000	
9.855	-1.080	6.128	136.700	
9.860	-1.040	8.366	143.300	
9.865	-0.990	9.991	164.700	
9.870	-0.930	11.334	173.500	
9.875	-0.860	12.824	168.800	
9.880	-0.790	13.790	149.200	
9.885	-0.720	14.247	144.000	
9.890	-0.640	14.927	145.000	
9.895	-0.570	15.486	128.800	
9.900	-0.480	15.430	110.200	
9.905	-0.410	15.309	83.700	
9.910	-0.330	15.174	60.700	
9.915	-0.250	14.396	47.200	
9.920	-0.180	13.370	14.400	
9.925	-0.120	12.523	-28.500	
9.930	-0.060	11.253	-49.100	
9.935	-0.010	9.583	-45.000	
9.940	0.040	8.229	-42.900	
9.945	0.080	6.895	-53.800	
9.950	0.110	5.133	-75.600	
9.955	0.130	3.601	-116.300	
9.960	0.140	2.411	-122.300	
9.965	0.150	0.891	-101.800	
9.970	0.150	-0.558	-98.800	
9.975	0.140	-1.468	-88.700	
9.980	0.130	-2.478	-74.300	
9.985	0.120	-3.640	-74.000	
9.990	0.100	-4.244	-82.000	
9.995	0.070	-4.612	-84.600	
10.000	0.050	-5.258	-75.500	
10.005	0.020	-5.528	-73.800	
10.010	-0.010	-5.336	-82.600	
10.015	-0.030	-5.335	-64.700	
10.020	-0.060	-5.107	-63.200	
10.025	-0.080	-4.232	-76.300	
10.030	-0.100	-3.474	-67.900	
10.035	-0.120	-3.059	-62.100	
10.040	-0.130	-2.434	-62.600	
10.045	-0.140	-1.996	-69.300	
10.050	-0.150	-2.180	-61.500	
10.055	-0.160	-2.293	-49.000	
10.060	-0.170	-2.267	-57.900	
10.065	-0.180	-2.741	-68.100	
10.070	-0.200	-3.264	-61.900	
10.075	-0.210	-3.313	-60.800	
10.080	-0.230	-3.461	-52.100	
10.085	-0.240	-3.812	-38.500	
10.090	-0.260	-3.740	-46.100	
10.095	-0.280	-3.592	-56.500	
10.100	-0.300	-3.807	-45.300	
10.105	-0.310	-3.724	-34.000	
10.110	-0.330	-3.292	-45.800	
10.115	-0.340	-3.211	-35.100	
10.120	-0.360	-3.137	-28.800	
10.125	-0.370	-2.631	-40.700	
10.130	-0.380	-2.352	-31.900	
10.135	-0.390	-2.394	-29.100	
10.140	-0.400	-2.076	-30.600	
10.145	-0.410	-1.721	-38.400	
10.150	-0.420	-1.811	-55.000	
10.155	-0.420	-1.729	-53.500	
10.160	-0.430	-1.383	-37.400	
10.165	-0.430	-1.415	-28.100	
10.170	-0.440	-1.434	0.800	
10.175	-0.440	-0.954	9.100	
10.180	-0.440	-0.626	-48.600	
10.185	-0.450	-0.574	-51.800	
10.190	-0.450	-0.200	-35.800	
10.195	-0.440	0.087	-54.800	
10.200	-0.440	-0.188	-51.800	
10.205	-0.440	-0.349	-37.600	
10.210	-0.440	-0.253	-21.000	
10.215	-0.440	-0.522	-16.800	
10.220	-0.440	-0.792	-32.000	
10.225	-0.440	-0.650	-23.700	
10.230	-0.450	-0.824	-1.400	
10.235	-0.450	-1.403	-22.200	
10.240	-0.450	-1.651	-47.300	
10.245	-0.460	-1.884	-38.500	
10.250	-0.470	-2.519	-30.000	
10.255	-0.480	-2.857	-22.200	
10.260	-0.490	-2.811	-18.500	
10.265	-0.510	-3.102	-39.700	
10.270	-0.520	-3.396	-35.600	
10.275	-0.530	-3.218	-17.700	
10.280	-0.550	-3.238	-12.600	
10.285	-0.560	-3.582	14.900	
10.290	-0.580	-3.619	-0.300	
10.295	-0.590	-3.701	-23.300	
10.300	-0.610	-4.221	-32.200	
10.305	-0.630	-4.496	-61.700	
10.310	-0.650	-4.429	-52.800	
10.315	-0.670	-4.683	-29.300	
10.320	-0.690	-4.927	-10.400	
10.325	-0.710	-4.692	-9.500	
10.330	-0.730	-4.631	-25.600	
10.335	-0.750	-4.863	-32.000	
10.340	-0.770	-4.718	-28.600	
10.345	-0.790	-4.523	-14.500	
10.350	-0.810	-4.730	-7.900	
10.355	-0.830	-4.725	-10.700	
10.360	-0.850	-4.433	-20.700	
10.365	-0.870	-4.543	-26.300	
10.370	-0.890	-4.724	-13.800	
10.375	-0.910	-4.488	-5.800	
10.380	-0.920	-4.452	-5.100	
10.385	-0.940	-4.701	-14.400	
10.390	-0.960	-4.546	-26.400	
10.395	-0.980	-4.318	-25.200	
10.400	-1.000	-4.490	-4.800	
10.405	-1.010	-4.441	14.000	
10.410	-1.030	-4.090	-20.300	
10.415	-1.050	-4.116	-38.200	
10.420	-1.060	-4.184	-18.600	
10.425	-1.080	-3.802	-7.100	
10.430	-1.090	-3.574	-5.800	
10.435	-1.100	-3.648	-29.400	
10.440	-1.120	-3.408	-6.400	
10.445	-1.130	-3.204	20.800	
10.450	-1.140	-3.474	-15.300	
10.455	-1.150	-3.511	-17.800	
10.460	-1.160	-3.228	-0.200	
10.465	-1.170	-3.359	-11.800	
10.470	-1.190	-3.554	2.300	
10.475	-1.200	-3.313	22.500	
10.480	-1.210	-3.239	10.000	
10.485	-1.220	-3.404	-2.900	
10.490	-1.230	-3.143	-14.000	
10.495	-1.240	-2.843	-8.700	
10.500	-1.250	-3.019	14.100	
10.505	-1.260	-3.047	9.200	
10.510	-1.270	-2.856	-9.800	
10.515	-1.280	-3.118	-7.100	
10.520	-1.290	-3.442	7.100	
10.525	-1.300	-3.313	6.400	
10.530	-1.310	-3.344	-0.300	
10.535	-1.320	-3.643	7.200	
10.540	-1.330	-3.558	9.200	
10.545	-1.340	-3.429	-12.700	
10.550	-1.350	-3.697	-11.500	
10.555	-1.370	-3.709	18.200	
10.560	-1.380	-3.384	18.500	
10.565	-1.390	-3.413	-8.800	
10.570	-1.400	-3.539	-28.300	
10.575	-1.410	-3.346	-28.800	
10.580	-1.420	-3.431	-10.600	
10.585	-1.430	-3.840	-5.700	
10.590	-1.450	-3.813	-13.300	
10.595	-1.460	-3.611	-12.900	
10.600	-1.470	-3.747	-13.500	
10.605	-1.480	-3.667	-12.000	
10.610	-1.490	-3.329	-8.700	
10.615	-1.500	-3.436	-14.900	
10.620	-1.510	-3.661	-11.000	
10.625	-1.520	-3.509	-9.300	
10.630	-1.530	-3.547	-14.100	
10.635	-1.540	-3.869	21.200	
10.640	-1.560	-3.820	19.400	
10.645	-1.570	-3.695	-26.100	
10.650	-1.580	-3.968	-12.300	
10.655	-1.590	-4.017	9.600	
10.660	-1.610	-3.768	8.200	
10.665	-1.620	-3.941	31.200	
10.670	-1.630	-4.175	58.700	
10.675	-1.640	-3.946	61.100	
10.680	-1.660	-3.893	32.200	
10.685	-1.670	-4.119	19.100	
10.690	-1.680	-3.936	33.600	
10.695	-1.690	-3.692	20.300	
10.700	-1.700	-3.938	0.600	
10.705	-1.720	-4.029	-12.800	
10.710	-1.730	-3.794	-21.500	
10.715	-1.740	-3.903	-12.700	
