Time 	VolPulse	BloodFlow	ECG	
3.555	-0.650	-3.301	-33.700	
3.560	-0.660	-2.801	-36.700	
3.565	-0.670	-2.735	-54.700	
3.570	-0.680	-2.589	-61.500	
3.575	-0.690	-2.098	-58.300	
3.580	-0.700	-1.951	-60.000	
3.585	-0.700	-1.928	-41.400	
3.590	-0.710	-1.408	-29.800	
3.595	-0.710	-0.918	-43.200	
3.600	-0.710	-0.686	-53.100	
3.605	-0.710	-0.028	-25.200	
3.610	-0.710	0.856	-20.700	
3.615	-0.700	1.297	-69.100	
3.620	-0.690	1.804	-71.900	
3.625	-0.670	2.643	-49.200	
3.630	-0.660	3.051	-29.700	
3.635	-0.640	3.169	-28.300	
3.640	-0.620	3.545	-49.700	
3.645	-0.600	3.638	-33.100	
3.650	-0.580	3.236	-37.700	
3.655	-0.560	3.034	-61.200	
3.660	-0.540	2.885	-38.400	
3.665	-0.530	2.259	-25.000	
3.670	-0.510	1.728	-24.500	
3.675	-0.500	1.554	-20.600	
3.680	-0.490	1.006	-27.800	
3.685	-0.490	0.251	-30.100	
3.690	-0.490	-0.079	-16.900	
3.695	-0.490	-0.469	-22.700	
3.700	-0.490	-1.143	-22.800	
3.705	-0.490	-1.414	-23.900	
3.710	-0.500	-1.446	-29.200	
3.715	-0.500	-1.840	-1.000	
3.720	-0.510	-2.101	17.300	
3.725	-0.520	-1.962	29.300	
3.730	-0.530	-2.075	42.900	
3.735	-0.530	-2.308	20.700	
3.740	-0.540	-2.132	-1.700	
3.745	-0.550	-2.126	-8.800	
3.750	-0.560	-2.629	-26.100	
3.755	-0.570	-2.908	-25.800	
3.760	-0.580	-2.976	-31.100	
3.765	-0.600	-3.374	-34.200	
3.770	-0.610	-3.618	-30.400	
3.775	-0.630	-3.466	-40.600	
3.780	-0.640	-3.657	-37.900	
3.785	-0.660	-4.031	-30.700	
3.790	-0.670	-3.951	-35.300	
3.795	-0.690	-3.908	-42.600	
3.800	-0.710	-4.158	-54.000	
3.805	-0.720	-4.047	-42.300	
3.810	-0.740	-3.769	-24.700	
3.815	-0.760	-3.923	-40.900	
3.820	-0.770	-3.971	-45.000	
3.825	-0.790	-3.634	-39.200	
3.830	-0.800	-3.603	-33.500	
3.835	-0.820	-3.722	-21.800	
3.840	-0.830	-3.432	-33.100	
3.845	-0.840	-3.270	-23.600	
3.850	-0.860	-3.486	64.500	
3.855	-0.870	-3.371	229.500	
3.860	-0.880	-3.064	448.300	
3.865	-0.890	-3.143	598.100	
3.870	-0.910	-3.106	603.600	
3.875	-0.920	-2.699	523.700	
3.880	-0.930	-2.614	329.600	
3.885	-0.930	-2.718	67.800	
3.890	-0.940	-2.420	-71.400	
3.895	-0.950	-2.240	-80.300	
3.900	-0.960	-2.458	-42.100	
3.905	-0.970	-2.402	-21.100	
3.910	-0.970	-2.233	-29.600	
3.915	-0.980	-2.466	-44.300	
3.920	-0.990	-2.501	-71.000	
3.925	-1.000	-2.078	-78.800	
3.930	-1.000	-1.963	-53.800	
3.935	-1.010	-2.072	-36.300	
3.940	-1.010	-1.811	-28.000	
3.945	-1.010	-1.670	-32.500	
3.950	-1.020	-1.944	-52.200	
3.955	-1.020	-1.988	-43.300	
3.960	-1.030	-1.927	-31.500	
3.965	-1.030	-2.297	-26.600	
3.970	-1.040	-2.535	-23.200	
3.975	-1.050	-2.364	-30.400	
3.980	-1.060	-2.489	-39.500	
3.985	-1.070	-2.729	-23.500	
3.990	-1.070	-2.452	-6.800	
3.995	-1.080	-2.203	-21.700	
4.000	-1.090	-2.298	-14.900	
4.005	-1.090	-2.126	-20.200	
4.010	-1.100	-1.906	-15.900	
4.015	-1.100	-2.238	14.100	
4.020	-1.110	-2.533	5.900	
4.025	-1.120	-2.406	-7.900	
4.030	-1.120	-2.495	-21.300	
4.035	-1.130	-2.694	-19.500	
4.040	-1.140	-2.478	1.400	
4.045	-1.150	-2.409	10.100	
4.050	-1.150	-2.757	34.400	
4.055	-1.160	-2.805	58.400	
4.060	-1.170	-2.654	40.100	
4.065	-1.180	-2.849	35.500	
4.070	-1.190	-2.839	60.800	
4.075	-1.200	-2.310	74.700	
4.080	-1.200	-1.872	95.200	
4.085	-1.200	-1.251	118.400	
4.090	-1.200	0.218	108.100	
4.095	-1.190	2.011	103.300	
4.100	-1.170	3.714	155.500	
4.105	-1.140	5.768	181.100	
4.110	-1.100	7.859	153.900	
4.115	-1.050	9.321	149.200	
4.120	-1.000	10.622	161.700	
4.125	-0.940	12.004	169.800	
4.130	-0.870	12.756	163.600	
4.135	-0.800	13.034	160.600	
4.140	-0.730	13.499	157.800	
4.145	-0.660	13.661	121.700	
4.150	-0.590	13.244	67.500	
4.155	-0.520	12.935	33.000	
4.160	-0.460	12.593	19.500	
4.165	-0.400	11.679	9.900	
4.170	-0.340	10.762	-1.800	
4.175	-0.280	10.118	-20.900	
4.180	-0.230	9.034	-25.100	
4.185	-0.190	7.676	-47.100	
4.190	-0.160	6.684	-69.600	
4.195	-0.120	5.588	-41.900	
4.200	-0.100	4.119	-60.900	
4.205	-0.080	2.942	-101.800	
4.210	-0.070	1.899	-86.200	
4.215	-0.060	0.416	-78.100	
4.220	-0.060	-0.904	-79.800	
4.225	-0.070	-1.694	-80.000	
4.230	-0.080	-2.586	-91.500	
4.235	-0.100	-3.416	-94.500	
4.240	-0.110	-3.658	-93.800	
4.245	-0.130	-3.923	-92.600	
4.250	-0.150	-4.503	-86.000	
4.255	-0.170	-4.666	-83.900	
4.260	-0.200	-4.496	-83.800	
4.265	-0.220	-4.536	-77.900	
4.270	-0.240	-4.298	-71.100	
4.275	-0.260	-3.576	-61.400	
4.280	-0.270	-3.181	-57.100	
4.285	-0.290	-3.066	-78.100	
4.290	-0.300	-2.673	-90.200	
4.295	-0.310	-2.590	-65.200	
4.300	-0.320	-3.074	-46.400	
4.305	-0.340	-3.329	-55.300	
4.310	-0.350	-3.427	-72.200	
4.315	-0.370	-3.918	-68.300	
4.320	-0.390	-4.249	-52.100	
4.325	-0.410	-4.098	-50.500	
4.330	-0.430	-4.143	-37.800	
4.335	-0.450	-4.274	-32.100	
4.340	-0.470	-3.892	-52.400	
4.345	-0.480	-3.488	-48.200	
4.350	-0.500	-3.374	-36.100	
4.355	-0.510	-2.931	-50.200	
4.360	-0.520	-2.323	-62.400	
4.365	-0.530	-2.165	-33.400	
4.370	-0.540	-1.994	-20.700	
4.375	-0.540	-1.502	-55.700	
4.380	-0.550	-1.323	-58.300	
4.385	-0.550	-1.328	-51.000	
4.390	-0.560	-0.912	-45.900	
4.395	-0.560	-0.596	-19.800	
4.400	-0.560	-0.683	-18.500	
4.405	-0.560	-0.444	-44.900	
4.410	-0.560	0.006	-57.400	
4.415	-0.550	0.022	-35.600	
4.420	-0.550	0.059	-32.400	
4.425	-0.550	0.449	-50.200	
4.430	-0.540	0.584	-35.500	
4.435	-0.540	0.619	-30.800	
4.440	-0.530	1.089	-30.300	
4.445	-0.520	1.379	-20.000	
4.450	-0.510	1.134	-35.800	
4.455	-0.500	1.025	-36.200	
4.460	-0.500	0.949	-21.500	
4.465	-0.490	0.373	-11.800	
4.470	-0.490	-0.100	-11.700	
4.475	-0.490	-0.127	-39.800	
4.480	-0.490	-0.409	-49.600	
4.485	-0.490	-0.846	-40.100	
4.490	-0.490	-0.884	-38.900	
4.495	-0.490	-1.074	-20.200	
4.500	-0.500	-1.718	-3.600	
4.505	-0.500	-2.092	-22.500	
4.510	-0.510	-2.313	-35.600	
4.515	-0.520	-2.933	-17.000	
4.520	-0.540	-3.364	-8.400	
4.525	-0.550	-3.327	-22.800	
4.530	-0.570	-3.546	-28.100	
4.535	-0.580	-3.871	-13.900	
4.540	-0.600	-3.708	-17.200	
4.545	-0.610	-3.576	-31.000	
4.550	-0.630	-3.788	-21.200	
4.555	-0.640	-3.689	-13.100	
4.560	-0.660	-3.449	-13.500	
4.565	-0.670	-3.696	-11.500	
4.570	-0.690	-3.901	-13.000	
4.575	-0.710	-3.749	-19.800	
4.580	-0.720	-3.888	-37.300	
4.585	-0.740	-4.142	-31.700	
4.590	-0.760	-3.921	-9.600	
4.595	-0.770	-3.784	-21.300	
4.600	-0.790	-4.071	-12.700	
4.605	-0.800	-4.094	-2.500	
4.610	-0.820	-3.964	-16.700	
4.615	-0.840	-4.263	-24.000	
4.620	-0.850	-4.435	-38.300	
4.625	-0.870	-4.154	-8.800	
4.630	-0.890	-4.132	11.000	
4.635	-0.910	-4.281	-29.000	
4.640	-0.920	-3.976	-30.300	
4.645	-0.940	-3.681	-20.700	
4.650	-0.950	-3.704	-22.600	
4.655	-0.960	-3.419	-19.700	
4.660	-0.980	-3.005	-29.300	
4.665	-0.990	-3.072	-33.800	
4.670	-1.000	-3.138	-23.800	
4.675	-1.010	-2.935	-11.800	
4.680	-1.020	-3.096	-24.200	
4.685	-1.030	-3.424	-18.100	
4.690	-1.040	-3.313	-4.500	
4.695	-1.050	-3.269	-22.900	
4.700	-1.070	-3.577	-24.200	
4.705	-1.080	-3.547	3.000	
4.710	-1.090	-3.304	-8.300	
4.715	-1.100	-3.423	-37.200	
4.720	-1.120	-3.375	-22.600	
4.725	-1.130	-2.890	-4.100	
4.730	-1.140	-2.711	11.000	
4.735	-1.140	-2.732	26.900	
4.740	-1.150	-2.366	34.200	
4.745	-1.160	-2.148	27.700	
4.750	-1.160	-2.360	2.100	
4.755	-1.170	-2.313	3.200	
4.760	-1.180	-2.183	22.400	
4.765	-1.180	-2.596	22.700	
4.770	-1.190	-3.004	24.600	
4.775	-1.200	-3.060	17.400	
4.780	-1.210	-3.381	-14.700	
4.785	-1.220	-3.779	-31.000	
4.790	-1.240	-3.614	-21.300	
4.795	-1.250	-3.387	-29.600	
4.800	-1.260	-3.427	-32.200	
4.805	-1.270	-3.105	-17.700	
4.810	-1.280	-2.596	-21.300	
4.815	-1.280	-2.569	-31.300	
4.820	-1.290	-2.578	-37.000	
4.825	-1.300	-2.308	-31.100	
4.830	-1.300	-2.446	-34.100	
4.835	-1.310	-2.854	-24.700	
4.840	-1.320	-2.883	-19.600	
4.845	-1.330	-3.007	-43.300	
4.850	-1.340	-3.474	-40.700	
4.855	-1.350	-3.567	-42.400	
4.860	-1.360	-3.406	-46.800	
4.865	-1.370	-3.609	-24.300	
4.870	-1.380	-3.692	9.200	
4.875	-1.400	-3.371	83.100	
4.880	-1.410	-3.350	276.300	
4.885	-1.420	-3.508	543.300	
4.890	-1.430	-3.263	721.300	
4.895	-1.440	-3.156	721.500	
4.900	-1.450	-3.497	592.500	
4.905	-1.460	-3.595	379.400	
4.910	-1.470	-3.546	108.000	
4.915	-1.480	-3.872	-24.500	
4.920	-1.490	-3.969	-35.000	
4.925	-1.510	-3.517	-31.100	
4.930	-1.520	-3.243	-3.000	
4.935	-1.520	-3.115	-40.100	
4.940	-1.530	-2.650	-73.700	
4.945	-1.540	-2.420	-51.900	
4.950	-1.540	-2.712	-57.300	
4.955	-1.550	-2.756	-67.600	
4.960	-1.560	-2.593	-53.800	
4.965	-1.560	-2.827	-45.600	
4.970	-1.570	-3.024	-58.600	
4.975	-1.580	-2.910	-62.600	
4.980	-1.590	-3.118	-60.700	
4.985	-1.590	-3.499	-48.800	
4.990	-1.600	-3.454	-32.400	
4.995	-1.610	-3.475	-49.000	
5.000	-1.630	-3.827	-43.700	
5.005	-1.640	-3.810	-20.600	
5.010	-1.650	-3.576	-16.300	
5.015	-1.660	-3.777	-27.600	
5.020	-1.670	-3.903	-39.000	
5.025	-1.680	-3.636	-32.400	
5.030	-1.690	-3.683	-29.400	
5.035	-1.700	-3.941	-18.000	
5.040	-1.720	-3.783	2.000	
5.045	-1.730	-3.651	1.600	
5.050	-1.740	-3.819	-8.300	
5.055	-1.750	-3.618	-0.600	
5.060	-1.760	-3.212	4.000	
5.065	-1.760	-3.250	-2.800	
5.070	-1.770	-3.271	-0.200	
5.075	-1.780	-2.956	2.600	
5.080	-1.790	-2.937	8.300	
5.085	-1.790	-3.049	21.300	
5.090	-1.800	-2.587	62.200	
5.095	-1.800	-1.919	92.300	
5.100	-1.800	-1.145	67.700	
5.105	-1.790	0.604	80.600	
5.110	-1.780	3.156	92.600	
5.115	-1.750	5.584	78.400	
5.120	-1.710	8.026	115.700	
5.125	-1.650	10.571	138.800	
5.130	-1.590	12.456	150.000	
5.135	-1.510	13.785	154.600	
5.140	-1.430	15.191	135.800	
5.145	-1.350	16.181	128.500	
5.150	-1.260	16.450	145.600	
5.155	-1.170	16.731	143.500	
5.160	-1.080	16.931	135.500	
5.165	-0.990	16.449	149.800	
5.170	-0.910	15.861	128.800	
5.175	-0.830	15.520	92.300	
5.180	-0.750	14.716	71.600	
5.185	-0.670	13.543	48.500	
5.190	-0.610	12.634	27.500	
5.195	-0.540	11.545	9.200	
5.200	-0.490	10.033	-4.800	
5.205	-0.440	8.815	-21.000	
5.210	-0.390	7.762	-43.900	
5.215	-0.360	6.196	-54.300	
5.220	-0.330	4.569	-75.400	
5.225	-0.310	3.183	-77.900	
5.230	-0.290	1.362	-58.700	
5.235	-0.290	-0.661	-72.200	
5.240	-0.300	-2.100	-76.200	
5.245	-0.310	-3.354	-72.400	
5.250	-0.330	-4.696	-82.800	
5.255	-0.350	-5.452	-89.900	
5.260	-0.380	-5.751	-88.900	
5.265	-0.410	-6.215	-89.100	
5.270	-0.440	-6.386	-80.200	
5.275	-0.470	-5.995	-33.800	
5.280	-0.490	-5.742	-34.600	
5.285	-0.520	-5.499	-83.200	
5.290	-0.540	-4.679	-88.200	
5.295	-0.560	-3.873	-88.100	
5.300	-0.580	-3.487	-74.100	
5.305	-0.590	-2.880	-50.100	
5.310	-0.600	-2.163	-53.600	
5.315	-0.610	-1.941	-56.100	
5.320	-0.610	-1.740	-47.700	
5.325	-0.620	-1.292	-54.700	
5.330	-0.620	-1.294	-63.300	
5.335	-0.630	-1.639	-43.800	
5.340	-0.630	-1.720	-32.100	
5.345	-0.640	-1.988	-24.300	
5.350	-0.650	-2.683	-32.500	
5.355	-0.660	-3.043	-56.400	
5.360	-0.670	-3.080	-53.600	
5.365	-0.680	-3.357	-24.000	
5.370	-0.700	-3.383	-8.100	
5.375	-0.710	-2.892	-33.300	
5.380	-0.720	-2.643	-56.900	
5.385	-0.730	-2.561	-37.700	
5.390	-0.740	-2.071	-26.800	
5.395	-0.740	-1.672	-34.900	
5.400	-0.750	-1.659	-27.300	
5.405	-0.750	-1.374	-30.500	
5.410	-0.760	-0.957	-39.900	
5.415	-0.760	-1.013	-35.600	
5.420	-0.760	-1.029	-28.600	
5.425	-0.760	-0.689	-31.100	
5.430	-0.760	-0.675	-10.900	
5.435	-0.760	-0.848	3.000	
5.440	-0.760	-0.564	-37.400	
5.445	-0.760	-0.316	-51.600	
5.450	-0.760	-0.419	-26.200	
5.455	-0.760	-0.213	-21.800	
5.460	-0.750	0.154	-9.800	
5.465	-0.750	0.052	-8.400	
5.470	-0.740	-0.027	-47.700	
5.475	-0.740	0.254	-56.500	
5.480	-0.740	0.203	-21.300	
5.485	-0.730	-0.103	-6.100	
5.490	-0.730	-0.016	-11.800	
5.495	-0.730	-0.007	0.000	
5.500	-0.720	-0.424	-18.800	
5.505	-0.720	-0.582	-50.600	
5.510	-0.720	-0.560	-43.000	
5.515	-0.720	-0.943	-37.700	
5.520	-0.720	-1.231	-27.900	
5.525	-0.730	-1.160	-13.600	
5.530	-0.730	-1.463	-19.800	
5.535	-0.740	-2.042	-33.800	
5.540	-0.740	-2.252	-29.700	
5.545	-0.750	-2.524	-11.000	
5.550	-0.760	-3.156	-16.400	
5.555	-0.780	-3.447	-39.500	
5.560	-0.790	-3.486	-24.000	
5.565	-0.800	-3.929	17.200	
5.570	-0.820	-4.306	-3.800	
5.575	-0.840	-4.270	-39.500	
5.580	-0.860	-4.487	-28.100	
5.585	-0.880	-4.839	-19.000	
5.590	-0.900	-4.680	-17.200	
5.595	-0.920	-4.506	-12.300	
5.600	-0.930	-4.652	-3.300	
5.605	-0.950	-4.463	-13.800	
5.610	-0.970	-4.069	-21.200	
5.615	-0.980	-4.080	-23.800	
5.620	-1.000	-3.999	-30.000	
5.625	-1.010	-3.510	-22.100	
5.630	-1.030	-3.307	-28.100	
5.635	-1.040	-3.329	-15.000	
5.640	-1.050	-2.997	-8.700	
5.645	-1.060	-2.832	-27.300	
5.650	-1.070	-3.151	-14.300	
5.655	-1.080	-3.243	1.400	
5.660	-1.090	-3.173	-13.900	
5.665	-1.100	-3.503	-30.800	
5.670	-1.120	-3.750	-36.300	
5.675	-1.130	-3.604	-17.900	
5.680	-1.140	-3.701	7.400	
5.685	-1.160	-3.901	-1.000	
5.690	-1.170	-3.578	-15.200	
5.695	-1.180	-3.284	-12.500	
5.700	-1.190	-3.414	-1.900	
5.705	-1.200	-3.239	-6.100	
5.710	-1.210	-2.778	-16.600	
5.715	-1.220	-2.658	-3.900	
5.720	-1.230	-2.462	2.600	
5.725	-1.230	-1.934	-9.100	
5.730	-1.240	-1.829	-14.700	
5.735	-1.240	-2.069	4.000	
5.740	-1.250	-1.950	4.500	
5.745	-1.250	-1.894	-28.500	
5.750	-1.250	-2.212	-29.900	
5.755	-1.260	-2.217	1.300	
5.760	-1.270	-2.039	27.100	
5.765	-1.270	-2.356	18.800	
5.770	-1.280	-2.672	-10.900	
5.775	-1.280	-2.614	-23.500	
5.780	-1.290	-2.847	-3.400	
5.785	-1.300	-3.239	22.500	
5.790	-1.310	-3.099	0.200	
5.795	-1.320	-2.880	-15.000	
5.800	-1.330	-2.991	-10.600	
5.805	-1.340	-2.841	-14.500	
5.810	-1.350	-2.535	-8.800	
5.815	-1.350	-2.696	-4.800	
5.820	-1.360	-2.836	6.900	
5.825	-1.370	-2.574	20.400	
5.830	-1.370	-2.585	12.800	
5.835	-1.380	-2.833	11.000	
5.840	-1.390	-2.670	2.800	
5.845	-1.390	-2.509	-16.400	
5.850	-1.400	-2.671	-2.300	
5.855	-1.410	-2.514	13.900	
5.860	-1.410	-2.186	7.100	
5.865	-1.420	-2.370	12.000	
5.870	-1.420	-2.601	20.600	
5.875	-1.430	-2.536	12.300	
5.880	-1.440	-2.792	10.100	
5.885	-1.450	-3.183	9.400	
5.890	-1.450	-3.074	17.200	
5.895	-1.460	-2.966	12.800	
5.900	-1.470	-3.221	7.600	
5.905	-1.480	-3.179	26.900	
5.910	-1.490	-2.949	37.600	
5.915	-1.500	-3.178	45.900	
5.920	-1.510	-3.354	72.800	
5.925	-1.520	-3.113	80.800	
5.930	-1.520	-3.156	72.900	
5.935	-1.530	-3.413	58.400	
5.940	-1.540	-3.260	23.700	
5.945	-1.550	-3.133	29.300	
5.950	-1.560	-3.380	38.200	
5.955	-1.570	-3.367	14.000	
5.960	-1.580	-3.172	2.000	
5.965	-1.590	-3.416	16.700	
5.970	-1.600	-3.621	20.800	
5.975	-1.610	-3.416	-7.200	
5.980	-1.620	-3.452	-28.300	
5.985	-1.630	-3.636	-27.600	
5.990	-1.640	-3.374	-15.100	
5.995	-1.650	-3.206	-11.600	
6.000	-1.660	-3.476	-20.200	
6.005	-1.670	-3.474	-24.400	
6.010	-1.680	-3.250	-24.200	
6.015	-1.690	-3.393	-26.700	
6.020	-1.700	-3.454	-27.600	
6.025	-1.710	-3.160	-22.000	
6.030	-1.710	-3.206	-4.600	
6.035	-1.720	-3.471	-0.700	
6.040	-1.730	-3.302	1.500	
6.045	-1.740	-3.155	26.100	
6.050	-1.750	-3.349	84.500	
6.055	-1.760	-3.206	283.500	
6.060	-1.760	-2.843	562.000	
6.065	-1.770	-2.937	715.700	
6.070	-1.780	-3.060	736.300	
6.075	-1.780	-2.877	670.500	
6.080	-1.790	-3.011	462.900	
6.085	-1.800	-3.328	161.100	
6.090	-1.800	-3.192	-19.100	
6.095	-1.810	-3.081	-55.000	
6.100	-1.820	-3.329	-53.900	
6.105	-1.830	-3.271	-34.900	
6.110	-1.840	-2.991	-25.400	
6.115	-1.840	-3.085	-32.500	
6.120	-1.850	-3.083	-41.700	
6.125	-1.860	-2.699	-47.300	
6.130	-1.860	-2.655	-49.200	
6.135	-1.870	-2.904	-57.000	
6.140	-1.870	-2.830	-49.000	
6.145	-1.880	-2.859	-58.200	
6.150	-1.880	-3.272	-53.100	
6.155	-1.890	-3.339	-15.500	
6.160	-1.900	-3.100	-16.500	
6.165	-1.910	-3.209	-31.300	
6.170	-1.910	-3.241	-31.500	
6.175	-1.920	-2.916	-23.700	
6.180	-1.930	-2.972	-26.000	
6.185	-1.930	-3.323	-28.200	
6.190	-1.940	-3.288	-7.000	
6.195	-1.950	-3.256	-11.700	
6.200	-1.960	-3.521	-34.200	
6.205	-1.960	-3.397	-20.600	
6.210	-1.970	-3.027	-27.800	
6.215	-1.980	-3.112	-38.400	
6.220	-1.980	-3.207	1.100	
6.225	-1.990	-2.982	20.200	
6.230	-2.000	-3.138	-8.600	
6.235	-2.000	-3.564	-21.100	
6.240	-2.010	-3.559	8.000	
6.245	-2.020	-3.502	31.800	
6.250	-2.030	-3.698	16.500	
6.255	-2.040	-3.492	13.900	
6.260	-2.050	-2.994	50.800	
6.265	-2.050	-2.825	63.300	
6.270	-2.060	-2.465	61.300	
6.275	-2.060	-1.498	68.000	
6.280	-2.050	-0.458	70.900	
6.285	-2.040	0.883	92.800	
6.290	-2.020	3.131	115.000	
6.295	-1.990	5.612	133.000	
6.300	-1.950	7.739	122.700	
6.305	-1.890	10.038	106.700	
6.310	-1.830	12.314	126.900	
6.315	-1.760	13.849	149.300	
6.320	-1.680	15.058	158.700	
6.325	-1.590	16.278	143.500	
6.330	-1.500	16.881	122.500	
6.335	-1.410	16.984	120.000	
6.340	-1.320	17.232	125.700	
6.345	-1.220	17.178	120.400	
6.350	-1.140	16.455	92.200	
6.355	-1.050	15.717	71.500	
6.360	-0.970	14.959	71.400	
6.365	-0.890	13.637	51.800	
6.370	-0.820	12.224	15.200	
6.375	-0.760	11.073	-20.500	
6.380	-0.710	9.573	-34.800	
6.385	-0.660	7.849	-32.900	
6.390	-0.620	6.559	-55.800	
6.395	-0.590	5.240	-55.100	
6.400	-0.560	3.511	-64.700	
6.405	-0.550	2.021	-102.100	
6.410	-0.540	0.734	-95.600	
6.415	-0.540	-0.884	-91.800	
6.420	-0.540	-2.302	-101.000	
6.425	-0.550	-3.131	-86.800	
6.430	-0.570	-3.999	-83.800	
6.435	-0.590	-4.832	-94.000	
6.440	-0.610	-5.047	-85.600	
6.445	-0.630	-5.150	-86.100	
6.450	-0.660	-5.534	-83.900	
6.455	-0.680	-5.559	-73.800	
6.460	-0.710	-5.286	-69.000	
6.465	-0.730	-5.312	-74.600	
6.470	-0.750	-5.133	-91.100	
6.475	-0.770	-4.451	-77.000	
6.480	-0.790	-4.056	-57.000	
6.485	-0.810	-3.909	-69.800	
6.490	-0.820	-3.370	-65.000	
6.495	-0.830	-2.962	-49.800	
6.500	-0.840	-3.069	-72.200	
6.505	-0.860	-2.980	-63.600	
6.510	-0.870	-2.744	-41.400	
6.515	-0.880	-2.964	-52.900	
6.520	-0.890	-3.175	-73.600	
6.525	-0.900	-2.989	-60.300	
6.530	-0.910	-3.029	-40.800	
6.535	-0.920	-3.238	-51.400	
6.540	-0.930	-2.973	-51.900	
6.545	-0.940	-2.672	-39.100	
6.550	-0.950	-2.706	-29.900	
6.555	-0.960	-2.423	-34.300	
6.560	-0.970	-1.883	-40.300	
6.565	-0.970	-1.716	-40.200	
6.570	-0.970	-1.533	-37.000	
6.575	-0.980	-1.046	-41.600	
6.580	-0.980	-0.922	-32.100	
6.585	-0.980	-1.048	-24.600	
6.590	-0.980	-0.719	-33.100	
6.595	-0.970	-0.353	-31.000	
6.600	-0.970	-0.342	-45.400	
6.605	-0.970	-0.086	-37.800	
6.610	-0.960	0.347	-30.700	
6.615	-0.960	0.391	-57.200	
6.620	-0.950	0.522	-58.100	
6.625	-0.940	1.080	-57.700	
6.630	-0.930	1.366	-54.500	
6.635	-0.920	1.381	-41.700	
6.640	-0.910	1.716	-30.500	
6.645	-0.900	1.899	-7.000	
6.650	-0.880	1.616	-22.900	
6.655	-0.870	1.581	-59.800	
6.660	-0.860	1.710	-49.900	
6.665	-0.850	1.339	-52.500	
6.670	-0.840	0.883	-67.600	
6.675	-0.830	0.685	-52.500	
6.680	-0.820	0.098	-51.600	
6.685	-0.820	-0.791	-44.000	
6.690	-0.820	-1.262	-36.000	
6.695	-0.830	-1.677	-45.900	
6.700	-0.830	-2.334	-42.300	
6.705	-0.840	-2.543	-44.700	
6.710	-0.850	-2.433	-52.200	
6.715	-0.860	-2.672	-44.500	
6.720	-0.870	-2.824	-44.500	
6.725	-0.880	-2.601	-55.300	
6.730	-0.890	-2.713	-49.800	
6.735	-0.900	-3.071	-40.200	
6.740	-0.910	-3.021	-37.000	
6.745	-0.920	-3.033	-34.200	
6.750	-0.930	-3.437	-33.800	
6.755	-0.950	-3.541	-45.200	
6.760	-0.960	-3.421	-45.700	
6.765	-0.970	-3.689	-44.600	
6.770	-0.990	-3.864	-33.300	
6.775	-1.000	-3.611	-8.300	
6.780	-1.010	-3.633	-26.700	
6.785	-1.030	-3.888	-63.800	
6.790	-1.040	-3.746	-57.300	
6.795	-1.060	-3.624	-38.000	
6.800	-1.070	-3.844	-38.100	
6.805	-1.080	-3.744	-35.200	
6.810	-1.100	-3.399	-42.600	
6.815	-1.110	-3.472	-34.800	
6.820	-1.120	-3.536	-22.300	
6.825	-1.130	-3.245	-40.300	
6.830	-1.140	-3.247	-31.500	
6.835	-1.160	-3.474	-14.200	
6.840	-1.170	-3.312	-20.500	
6.845	-1.180	-3.229	-29.000	
6.850	-1.190	-3.549	-28.800	
6.855	-1.200	-3.522	-24.000	
6.860	-1.210	-3.169	-13.900	
6.865	-1.220	-3.114	-7.800	
6.870	-1.230	-2.942	-31.300	
6.875	-1.240	-2.393	-34.800	
6.880	-1.250	-2.198	-30.800	
6.885	-1.250	-2.295	-34.300	
6.890	-1.260	-2.041	-14.300	
6.895	-1.260	-1.889	-17.300	
6.900	-1.270	-2.174	-31.100	
6.905	-1.270	-2.158	-29.800	
6.910	-1.280	-1.877	-40.500	
6.915	-1.280	-2.007	-33.200	
6.920	-1.280	-2.116	-15.300	
6.925	-1.290	-1.867	-23.500	
6.930	-1.290	-1.948	-3.200	
6.935	-1.290	-2.304	4.100	
6.940	-1.300	-2.291	-32.900	
6.945	-1.310	-2.294	-27.800	
6.950	-1.310	-2.608	-20.300	
6.955	-1.320	-2.549	-31.100	
6.960	-1.330	-2.225	-23.500	
6.965	-1.330	-2.346	-12.100	
6.970	-1.340	-2.498	-1.300	
6.975	-1.340	-2.319	-10.800	
6.980	-1.350	-2.400	-25.300	
6.985	-1.350	-2.606	-9.000	
6.990	-1.360	-2.322	-11.300	
6.995	-1.370	-2.055	-19.500	
7.000	-1.370	-2.204	5.100	
7.005	-1.380	-2.152	-9.200	
7.010	-1.380	-1.934	-22.900	
7.015	-1.380	-2.104	1.100	
7.020	-1.390	-2.224	16.500	
7.025	-1.390	-1.969	33.600	
7.030	-1.390	-2.021	49.100	
7.035	-1.400	-2.356	43.400	
7.040	-1.400	-2.332	35.800	
7.045	-1.410	-2.330	56.500	
7.050	-1.420	-2.671	45.100	
7.055	-1.420	-2.696	25.500	
7.060	-1.430	-2.486	25.300	
7.065	-1.440	-2.708	9.000	
7.070	-1.440	-2.902	5.400	
7.075	-1.450	-2.654	-6.300	
7.080	-1.460	-2.613	-11.000	
7.085	-1.460	-2.758	-9.300	
7.090	-1.470	-2.522	-6.700	
7.095	-1.480	-2.408	0.300	
7.100	-1.480	-2.766	-8.300	
7.105	-1.490	-2.871	-15.600	
7.110	-1.500	-2.712	-33.600	
7.115	-1.500	-2.914	-26.400	
7.120	-1.510	-3.089	-18.000	
